Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20
P09467,"Fructose-1,6-bisphosphatase 1, FBPase 1, EC 3.1.3.11 (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1,0.4024436752,0.3751202708,0.4700947344,0.4578344402,0.4327933905,0.4199070445,0.4159449907,0.4021836497,0.3842679552,0.3913391297,0.4553777432,0.4563376005,0.3835244095,0.3831882439,0.409666309,0.3920996068,0.4099670725,0.3920996068,0.4218501552,0.4118868897
P09488,"Glutathione S-transferase Mu 1, EC 2.5.1.18 (GST HB subunit 4) (GST class-mu 1) (GSTM1-1) (GSTM1a-1a) (GSTM1b-1b) (GTH4)",GSTM1,0.324739768,0.298982776,0.4144940198,0.3998709211,0.4340800754,0.4229762483,0.3959421802,0.3850562312,0.3647350539,0.3563152151,0.3563087504,0.3494048377,0.3526452027,0.4051393617,0.4877976062,0.4782824588,0.4877976062,0.4782824588,0.4870578573,0.4587833177
P09496,"Clathrin light chain A, Lca",CLTA,0.4229354589,0.3567617427,0.503103554,0.4743668382,0.403591266,0.3563677025,0.3285342007,0.3209072653,0.3542681045,0.3496055006,0.4430820983,0.4942099435,0.3482955222,0.3322713232,0.4232045145,0.4132934799,0.4232045145,0.4132934799,0.4063399017,0.4601003253
P09497,"Clathrin light chain B, Lcb",CLTB,0.4098166908,0.3945523531,0.5335386447,0.5472589399,0.3986873125,0.3911718166,0.4076516245,0.3968472269,0.4104074432,0.404396344,0.4697998712,0.4957311029,0.3711931574,0.4116368692,0.4166788393,0.4082794209,0.4166788393,0.4082794209,0.4269074663,0.4069918124
P09525,"Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II, PAP-II) (Protein II)",ANXA4,0.4020770331,0.3925983139,0.4609138029,0.449618702,0.3908549939,0.3475743978,0.3547958002,0.3469642512,0.4158716213,0.4027289439,0.4510358101,0.4528657369,0.4072909854,0.4094133639,0.4253630647,0.4174199736,0.4253630647,0.4174199736,0.4102200176,0.4060187691
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial, EC 1.8.1.4 (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)",DLD,0.428485115,0.4107215979,0.4479305886,0.421259608,0.3944426068,0.3765463064,0.3936348244,0.4006260621,0.3884204616,0.3550238099,0.46537795,0.443638321,0.4095191596,0.4018604136,0.419549022,0.4101142219,0.419549022,0.4101142219,0.4032097961,0.3780768037
P09651,"Heterogeneous nuclear ribonucleoprotein A1, hnRNP A1 (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed ]",HNRNPA1,0.429477142,0.4095562548,0.4569512874,0.4371400952,0.4274849815,0.3819727223,0.4158467373,0.4100771267,0.4143217811,0.4094989959,0.4596347627,0.4408445862,0.3739147027,0.379491603,0.360278962,0.3519776432,0.3535250718,0.3519776432,0.4316265082,0.4062816166
P09668,"Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H, EC 3.4.22.16; Cathepsin H heavy chain; Cathepsin H light chain ]",CTSH,0.3202973239,0.3074128249,0.5095582199,0.4893439575,0.3108056752,0.3041343899,0.3874527543,0.3821838006,0.4230298644,0.4071446057,0.5061871238,0.4938449433,0.4385973257,0.4237659192,0.4124887759,0.4021878056,0.4124887759,0.4021878056,0.4653147907,0.389666152
P09669,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),COX6C,0.4375844679,0.4106413533,0.4310656679,0.4251748695,0.3065743094,0.2880407721,0.404148207,0.3878932277,0.3884189224,0.3561541102,0.4440909541,0.4284681836,0.4089920283,0.4044681594,0.430688867,0.4282126732,0.430688867,0.4282126732,0.3845316748,0.3591361941
P09758,Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1),TACSTD2,0.4319309658,0.4205317111,0.4378957494,0.4131162644,0.376106654,0.354717454,0.4274446539,0.4145953517,0.3773622467,0.3815303506,0.4877307528,0.4728792338,0.4115531357,0.4053741953,0.4080802459,0.4014425155,0.4080802459,0.4014425155,0.4191776084,0.398247301
P09874,"Poly [ADP-ribose] polymerase 1, PARP-1, EC 2.4.2.30 (ADP-ribosyltransferase diphtheria toxin-like 1, ARTD1) (DNA ADP-ribosyltransferase PARP1, EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1, ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1, EC 2.4.2.-)",PARP1,0.4147209521,0.4222967854,0.5053576897,0.434107217,0.3949274097,0.3890040824,0.4093198307,0.4105191906,0.3572622969,0.3325211898,0.5635187421,0.5589844065,0.3186022327,0.4010513485,0.4098166908,0.3926098581,0.4098166908,0.3926098581,0.4285607933,0.396671642
P09960,"Leukotriene A-4 hydrolase, LTA-4 hydrolase, EC 3.3.2.6 (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H, EC 3.4.11.4)",LTA4H,0.4697925342,0.4494332773,0.4596819141,0.4513330847,0.4019191092,0.3655026114,0.4330733233,0.3970872938,0.4099413162,0.4096920653,0.4505879998,0.4456421796,0.4064703761,0.3959783375,0.3839669864,0.3693203889,0.3839669864,0.3693203889,0.4241380512,0.4238923918
P09972,"Fructose-bisphosphate aldolase C, EC 4.1.2.13 (Brain-type aldolase)",ALDOC,0.4187920852,0.3899728672,0.4563033785,0.4401608649,0.3936117874,0.3895925773,0.4091765807,0.4086676121,0.4319092115,0.4464785402,0.4104568009,0.4134653594,0.3990709887,0.4180303767,0.3967119808,0.4014428234,0.3967119808,0.4014428234,0.4201447513,0.4489130724
P0C0L4,Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain ],C4A,0.519355968,0.48428875,0.4986449481,0.4708637797,0.4556718881,0.4143407649,0.4226209451,0.4234385785,0.3704558712,0.3865155749,0.4727113563,0.4371708796,0.3231071179,0.3348587512,0.3212881708,0.2989358298,0.3212881708,0.2989358298,0.3924301798,0.4052926167
P0DMV9,"Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2, HSP70-2, HSP70.2)",HSPA1B,0.4613428346,0.4484996894,0.4914450434,0.4720628831,0.4270458421,0.4085254395,0.3975277159,0.3870143333,0.4329142705,0.4111079421,0.4482461286,0.4425988347,0.3912101432,0.3949826676,0.3717924781,0.366042467,0.3748547041,0.366042467,0.4154968727,0.3945912954
P0DOY3,Immunoglobulin lambda constant 3 (Ig lambda chain C region DOT) (Ig lambda chain C region NEWM) (Ig lambda-3 chain C regions),IGLC3,0.4645237344,0.4780679429,0.4774836552,0.4720011604,0.4139521632,0.4013985965,0.5534470129,0.5525788931,0.5253851936,0.5119365193,0.4025023195,0.4056812183,0.3603922486,0.3695251564,0.4054094948,0.3982074865,0.4054094948,0.3982437095,0.4175254101,0.3947093536
P0DP01,Immunoglobulin heavy variable 1-8,IGHV1-8,0.4322826262,0.3994882198,0.4605883605,0.4216556492,0.2196703331,0.255909718,0.4030427908,0.4008364735,0.4798443049,0.4594262498,0.5095503186,0.5131383419,0.4265261503,0.4253180682,0.3834608397,0.4034333421,0.3834608397,0.4034333421,0.4162000394,0.3959017356
P0DP03,Immunoglobulin heavy variable 3-30-5,IGHV3-30-5,0.4108970176,0.3756730045,0.5138365319,0.4903469129,0.2850909605,0.2422907035,0.474825423,0.5011922538,0.4530396174,0.4616818221,0.4243552351,0.4663262631,0.3319178158,0.3447066779,0.3985485776,0.4079788626,0.3985485776,0.4079788626,0.4154010819,0.4087363639
P0DP08,Immunoglobulin heavy variable 4-38-2,IGHV4-38-2,0.4560724443,0.4581012383,0.4941073802,0.4722276822,0.4353796898,0.4194362485,0.5207146371,0.4874254229,0.5256351115,0.5127474315,0.3884863402,0.3934625344,0.3924497279,0.3552412504,0.3542725682,0.3465535874,0.3542725682,0.3465535874,0.3834741283,0.400197133
P0DP25,Calmodulin-3,CALM3,0.3471677873,0.3372820985,0.4374287502,0.422312075,0.3836034741,0.362195393,0.3304777219,0.3277824459,0.385076815,0.3694131012,0.4569310723,0.4793274349,0.4129982575,0.4157700841,0.4075716878,0.4120616938,0.4075716878,0.4120616938,0.4310908598,0.4262162541
P0DPI2,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",GATD3,0.3947521952,0.4880926233,0.4533436133,0.4284925032,0.3803078575,0.2858380463,0.4006439171,0.4170274726,0.5490531055,0.4914738781,0.4032589485,0.405622574,0.4040876643,0.4124990887,0.4071342929,0.3876197772,0.4071342929,0.3876197772,0.4259596197,0.4189333342
P10155,"RNA-binding protein RO60 (60 kDa SS-A/Ro ribonucleoprotein, 60 kDa Ro protein, 60 kDa ribonucleoprotein Ro, RoRNP) (Ro 60 kDa autoantigen, Ro60 autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen, SS-A) (TROVE domain family member 2)",RO60,0.4526226429,0.4239148643,0.466255613,0.4544294813,0.4131187784,0.378115592,0.4460930683,0.3966146508,0.429537736,0.4289172252,0.4602418822,0.4563126651,0.4015731952,0.4065146031,0.3934321605,0.3733318003,0.3934321605,0.3733318003,0.3896208476,0.3893056155
P10253,"Lysosomal alpha-glucosidase, EC 3.2.1.20 (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase ]",GAA,0.454189671,0.4127814841,0.4812020504,0.4640138936,0.3830959934,0.3586875629,0.3765827346,0.3619697947,0.3928538244,0.4042851975,0.4577731793,0.4667306161,0.4068518974,0.391645537,0.3992232175,0.4165635518,0.3992232175,0.4165635518,0.4678115587,0.4259091798
P10321,"HLA class I histocompatibility antigen, C alpha chain, HLA-C (HLA-Cw) (Human leukocyte antigen C)",HLA-C,0.339783792,0.3440207503,0.3569733854,0.3601674712,0.2590033954,0.2813371631,0.4430693228,0.4228415152,0.3818588713,0.3403420156,0.488386409,0.4903286988,0.3850355127,0.3967918663,0.446322412,0.4351683037,0.446322412,0.4351683037,0.4679759473,0.4542759699
P10412,Histone H1.4 (Histone H1b) (Histone H1s-4),H1-4,0.4567395933,0.435692921,0.4250441897,0.4083442733,0.2365635754,0.1582225339,0.1967815227,0.1962617796,0.3789641638,0.3543291601,0.4735990755,0.4641013726,0.4281469485,0.4320181882,0.4112891082,0.4056341182,0.4112891082,0.4056341182,0.4219207028,0.3996591758
P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial, EC 2.3.1.12 (70 kDa mitochondrial autoantigen of primary biliary cirrhosis, PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2, PDC-E2, PDCE2)",DLAT,0.4447594372,0.4368088552,0.4352691226,0.4091195269,0.2373228211,0.2490957085,0.3475198581,0.3438847346,0.391833681,0.3525845061,0.4375926258,0.4228423875,0.4098166908,0.4076002146,0.419406439,0.4212622247,0.419406439,0.4212622247,0.3392614322,0.3169543443
P10599,"Thioredoxin, Trx (ATL-derived factor, ADF) (Surface-associated sulphydryl protein, SASP) (allergen Hom s Trx)",TXN,0.4100396724,0.388011491,0.4835283755,0.4740331354,0.4108607947,0.3950415171,0.3911678146,0.3787609867,0.4095937091,0.3758833645,0.4221161837,0.4232407375,0.3781627434,0.375183738,0.4130162151,0.4033355503,0.4130162151,0.4033355503,0.4175232552,0.4240922337
P10606,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)",COX5B,0.4520809915,0.4520275293,0.4456016981,0.4228650653,0.3383120416,0.2961739568,0.3869644112,0.3942479981,0.3296821507,0.3072098532,0.441842924,0.4316727874,0.4132884517,0.399652198,0.4098166908,0.4105291442,0.4098166908,0.4105291442,0.3289504057,0.324678661
P10768,"S-formylglutathione hydrolase, FGH, EC 3.1.2.12 (Esterase D) (Methylumbelliferyl-acetate deacetylase, EC 3.1.1.56)",ESD,0.4619486201,0.4724244458,0.4826874486,0.4395682654,0.294105451,0.3143524476,0.3441931942,0.3278320088,0.3613766308,0.3526346847,0.4718377979,0.4583884053,0.4168891994,0.4213313869,0.4126958522,0.3845625105,0.4126958522,0.3845625105,0.3983927059,0.4069375293
P10809,"60 kDa heat shock protein, mitochondrial, EC 5.6.1.7 (60 kDa chaperonin) (Chaperonin 60, CPN60) (Heat shock protein 60, HSP-60, Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",HSPD1,0.3951630128,0.4024384932,0.4245895043,0.4055945089,0.3679809088,0.3470373641,0.3964710416,0.3825896415,0.4133396564,0.4062937251,0.4409616695,0.4233899392,0.4166139869,0.4138974696,0.4251405449,0.4237444728,0.4251405449,0.4246831914,0.3972704096,0.3804345289
P10909,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J, Apo-J) (Complement cytolysis inhibitor, CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2, SGP-2) (Testosterone-repressed prostate message 2, TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) ]",CLU,0.3974178155,0.3974764085,0.4340648885,0.4130070311,0.4141214261,0.3996302897,0.4449948865,0.4388871607,0.4654223821,0.4510242147,0.4137535526,0.4190306129,0.3307656073,0.3282282552,0.3182114249,0.3148243209,0.3182114249,0.3148243209,0.4160840336,0.4066263504
P11021,"Endoplasmic reticulum chaperone BiP, EC 3.6.4.10 (78 kDa glucose-regulated protein, GRP-78) (Binding-immunoglobulin protein, BiP) (Heat shock protein 70 family protein 5, HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)",HSPA5,0.4247467099,0.4093659046,0.4568812015,0.4416833582,0.4287349304,0.4142881236,0.3972567619,0.3834930607,0.3927256074,0.3821066344,0.4452283861,0.4363220513,0.3767290118,0.3836086048,0.4145918629,0.4098166908,0.4151034994,0.4098166908,0.3865916123,0.3722102736
P11142,"Heat shock cognate 71 kDa protein, EC 3.6.4.10 (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1, LAP-1, LPS-associated protein 1)",HSPA8,0.4483130846,0.4399971945,0.4832908227,0.4658339181,0.4079289919,0.3923194587,0.391964412,0.3775208889,0.3987162499,0.3866547203,0.4637129762,0.4504076546,0.3956903495,0.4023138164,0.4103030842,0.4093302974,0.4103030842,0.4092097252,0.4209346787,0.4114874623
P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial, PDHE1-B, EC 1.2.4.1",PDHB,0.5091699774,0.3502446359,0.4212315942,0.4196125405,0.3831675158,0.3876242747,0.3955797822,0.4387740794,0.5071460063,0.514830406,0.474795716,0.4831428011,0.4109719777,0.4149023235,0.4086614039,0.3970322924,0.4086614039,0.3970322924,0.3414403001,0.393395014
P11216,"Glycogen phosphorylase, brain form, EC 2.4.1.1",PYGB,0.4646130092,0.4190479034,0.4778405489,0.4609655719,0.4547263968,0.4426175619,0.3964068049,0.4053923581,0.4815590981,0.4639630481,0.4307815793,0.4105521299,0.3883930122,0.39876335,0.3395431094,0.3476603376,0.3395431094,0.3476603376,0.4090812516,0.3955774734
P11279,"Lysosome-associated membrane glycoprotein 1, LAMP-1, Lysosome-associated membrane protein 1 (CD107 antigen-like family member A) (CD antigen CD107a)",LAMP1,0.3484698644,0.3632277988,0.4426011435,0.4458503334,0.4108032279,0.3778652636,0.4081758827,0.3570536814,0.4251027827,0.3889193227,0.4011080944,0.4649867317,0.4280152939,0.4129013893,0.4098166908,0.4217985914,0.4098166908,0.4217985914,0.3532815673,0.4061776679
P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial, MCAD, EC 1.3.8.7 (Medium chain acyl-CoA dehydrogenase, MCADH)",ACADM,0.4146278806,0.4041860205,0.4641461126,0.4533406888,0.2628336406,0.2288318704,0.3253941929,0.3138311652,0.407588927,0.3904212931,0.4040374344,0.4256864547,0.4519244016,0.4430180668,0.4120444545,0.4262971144,0.4144398906,0.4262971144,0.3974842586,0.3602696241
P11413,"Glucose-6-phosphate 1-dehydrogenase, G6PD, EC 1.1.1.49",G6PD,0.5133681987,0.4981910836,0.4723271671,0.4555660924,0.4321993031,0.4161215393,0.4225300285,0.4118912509,0.4613536605,0.4624570756,0.4077421307,0.4060789526,0.3493338797,0.3459383614,0.3520125322,0.332962638,0.353766832,0.3328846509,0.4071062277,0.3704081554
P11586,"C-1-tetrahydrofolate synthase, cytoplasmic, C1-THF synthase (Epididymis secretory sperm binding protein) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed ] [Includes: Methylenetetrahydrofolate dehydrogenase, EC 1.5.1.5; Methenyltetrahydrofolate cyclohydrolase, EC 3.5.4.9; Formyltetrahydrofolate synthetase, EC 6.3.4.3 ]",MTHFD1,0.4369262463,0.4988535636,0.5273335376,0.5322041414,0.4262742313,0.4140173235,0.3555169246,0.4283242666,0.5236433101,0.4924866333,0.4200439837,0.405616058,0.3421169923,0.3394892367,0.347081591,0.3836362081,0.347081591,0.3836362081,0.3718457864,0.3677888141
P11684,"Uteroglobin (Clara cell phospholipid-binding protein, CCPBP) (Clara cells 10 kDa secretory protein, CC10) (Secretoglobin family 1A member 1) (Urinary protein 1, UP-1, UP1, Urine protein 1)",SCGB1A1,0.330570383,0.2961515869,0.478658798,0.451015749,0.3495328495,0.3399824026,0.3834457554,0.3802441787,0.303631886,0.3287896086,0.5699782308,0.5494710036,0.483197546,0.4809260684,0.4072898054,0.4123435762,0.4072898054,0.4123435762,0.4322544071,0.4173862647
P11766,"Alcohol dehydrogenase class-3, EC 1.1.1.1 (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase, FALDH, FDH, GSH-FDH, EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase, EC 1.1.1.284)",ADH5,0.4115305604,0.4280022618,0.4741300036,0.4620208608,0.41904031,0.415279894,0.3229657149,0.3284156808,0.4369731412,0.4361965536,0.4416079365,0.449360267,0.3923665588,0.4080633145,0.3349952287,0.3354592521,0.3349952287,0.3354592521,0.4081028211,0.3997040183
P11940,"Polyadenylate-binding protein 1, PABP-1, Poly(A)-binding protein 1",PABPC1,0.4617770485,0.4325294143,0.450911082,0.4337018892,0.4020449661,0.372660444,0.423516463,0.4061498594,0.4126346939,0.4189197378,0.4129059044,0.4186615593,0.3292524006,0.3348719885,0.3356938291,0.3316079195,0.3353618708,0.3316079195,0.4335672588,0.4069986876
P12081,"Histidine--tRNA ligase, cytoplasmic, EC 6.1.1.21 (Histidyl-tRNA synthetase, HisRS)",HARS1,0.5343041499,0.4311871123,0.4654077595,0.4354858447,0.389682673,0.374314592,0.3957455561,0.3403645396,0.418246791,0.3925602952,0.4578156104,0.4344981788,0.2801979867,0.3862916697,0.356635732,0.4152115527,0.356635732,0.4152115527,0.4285889097,0.4044218289
P12235,"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1, ANT 1) (Solute carrier family 25 member 4)",SLC25A4,0.3067167899,0.2816485472,0.4688505832,0.4639771063,0.229043667,0.2939662029,0.3294391592,0.3286435879,0.477648249,0.4748631852,0.4458130843,0.4383096968,0.4483350442,0.4346293203,0.3690425598,0.4098166908,0.3690425598,0.4098166908,0.4360510461,0.38027445
P12236,"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2, ANT 2) (Adenine nucleotide translocator 3, ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed ]",SLC25A6,0.3695001697,0.3556411396,0.4444320452,0.4269962793,0.3540238303,0.3466755962,0.4114318964,0.3889044949,0.4379722486,0.4033178493,0.4497711873,0.4465150197,0.4205990776,0.4276052971,0.4099482941,0.3971149998,0.4099482941,0.3971149998,0.4096850875,0.4010994235
P12268,"Inosine-5'-monophosphate dehydrogenase 2, IMP dehydrogenase 2, IMPD 2, IMPDH 2, EC 1.1.1.205 (Inosine-5'-monophosphate dehydrogenase type II, IMP dehydrogenase II, IMPDH-II)",IMPDH2,0.4335120521,0.4500804165,0.4804264377,0.4641764865,0.4805433158,0.4604479837,0.3826221703,0.358530306,0.4430855872,0.4969468811,0.3700492094,0.2905252264,0.3925325892,0.399675902,0.4098166908,0.3888435931,0.4098166908,0.3888435931,0.4172326505,0.3894913993
P12273,"Prolactin-inducible protein (Gross cystic disease fluid protein 15, GCDFP-15) (Prolactin-induced protein) (Secretory actin-binding protein, SABP) (gp17)",PIP,0.3879602863,0.3673650157,0.4365022426,0.4186698711,0.4454415167,0.4347474297,0.4849832459,0.4831828721,0.6343322817,0.6196898914,0.3885654048,0.3756251861,0.4032235978,0.4136363154,0.4068572846,0.4098166908,0.4067945871,0.4098166908,0.3599727599,0.3476919428
P12277,"Creatine kinase B-type, EC 2.7.3.2 (Brain creatine kinase, B-CK) (Creatine kinase B chain) (Creatine phosphokinase B-type, CPK-B)",CKB,0.5586547057,0.5455294728,0.4784192954,0.4677488098,0.28225972,0.3196019045,0.422377851,0.4138934677,0.3403165159,0.3696502437,0.4799747281,0.4806851292,0.4066055709,0.4189520614,0.3762258922,0.3562454885,0.3762258922,0.3562454885,0.4014315357,0.4130278106
P12429,"Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III, PAP-III)",ANXA3,0.4345287579,0.4282440219,0.4869548835,0.4683000557,0.4098841086,0.3862044472,0.4025258182,0.3971348557,0.4332484351,0.4297189021,0.4297847807,0.4133883984,0.3636878202,0.3700664486,0.408510509,0.4088777668,0.408510509,0.4088777668,0.4312604818,0.409749273
P12532,"Creatine kinase U-type, mitochondrial, EC 2.7.3.2 (Acidic-type mitochondrial creatine kinase, Mia-CK) (Ubiquitous mitochondrial creatine kinase, U-MtCK)",CKMT1A; CKMT1B,0.3996232093,0.3837261499,0.4220303465,0.4000945183,0.3794662059,0.3817462005,0.4070505593,0.3887360016,0.4079281197,0.4165955676,0.4355411026,0.4357558751,0.417218541,0.4117052618,0.4223496833,0.4207249857,0.4223496833,0.4206091338,0.3811042433,0.3719780054
P12814,Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1),ACTN1,0.4858287392,0.5029665122,0.4523232133,0.4548703138,0.3968127997,0.3850897958,0.4382533101,0.4228205819,0.4794515474,0.3873847721,0.4471004362,0.454240773,0.3370731238,0.3882477612,0.3893750856,0.3734979334,0.3903935358,0.3734979334,0.4411391415,0.3088839596
P12830,"Cadherin-1 (CAM 120/80) (Epithelial cadherin, E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3 ]",CDH1,0.3657301081,0.3426245756,0.4676633831,0.455792409,0.2737202839,0.2726840813,0.3397497239,0.30607355,0.4503171998,0.4542674529,0.4860919457,0.4841333401,0.4326578366,0.4395159832,0.4057061024,0.399925512,0.4057061024,0.4139272792,0.4299292108,0.4048787206
P12955,"Xaa-Pro dipeptidase, X-Pro dipeptidase, EC 3.4.13.9 (Imidodipeptidase) (Peptidase D) (Proline dipeptidase, Prolidase)",PEPD,0.4191582655,0.4002112938,0.4758926665,0.4722486156,0.3915338923,0.3826993878,0.4370234737,0.4166239918,0.3547748668,0.4253189404,0.5122822793,0.4823199343,0.4030093897,0.3972383426,0.4187570422,0.3737977733,0.4187570422,0.3737977733,0.3959603799,0.3624407959
P12956,"X-ray repair cross-complementing protein 6, EC 3.6.4.-, EC 4.2.99.- (5'-deoxyribose-5-phosphate lyase Ku70, 5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit, CTC75, CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70, Ku70) (Thyroid-lupus autoantigen, TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6)",XRCC6,0.4567927477,0.4349793388,0.4760291953,0.4508717806,0.405272299,0.3790534385,0.3975219181,0.3824961596,0.4484813727,0.4143610826,0.4410759822,0.432417154,0.3396972365,0.3558838745,0.3527842968,0.3538050046,0.3527842968,0.3538050046,0.4167175251,0.4237136883
P13010,"X-ray repair cross-complementing protein 5, EC 3.6.4.- (86 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit) (CTC box-binding factor 85 kDa subunit, CTC85, CTCBF) (DNA repair protein XRCC5) (Ku80) (Ku86) (Lupus Ku autoantigen protein p86) (Nuclear factor IV) (Thyroid-lupus autoantigen, TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining))",XRCC5,0.443041976,0.4467951063,0.4747700111,0.4569935646,0.4073984742,0.3983246724,0.4122349073,0.3911610421,0.4304197601,0.4162472422,0.4359545883,0.4263471904,0.3804926088,0.3822954453,0.3745753358,0.3690969456,0.3745753358,0.3690969456,0.4246427613,0.3958932186
P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1, COX IV-1)",COX4I1,0.3724799449,0.354172365,0.4422936075,0.4324591234,0.3953547996,0.366900274,0.3927013904,0.3789017741,0.4235890115,0.4427073497,0.425346082,0.4354200687,0.3796792851,0.412977632,0.4098166908,0.36950371,0.4098166908,0.36950371,0.4115626788,0.4203724532
P13284,"Gamma-interferon-inducible lysosomal thiol reductase, EC 1.8.-.- (Gamma-interferon-inducible protein IP-30) (Legumaturain)",IFI30,0.3695182812,0.3261837099,0.4754082741,0.4038258431,0.3543638568,0.3469141111,0.3974996507,0.3824652725,0.3783107041,0.3771409934,0.6274056911,0.5964519861,0.5160541368,0.5194376492,0.4098166908,0.3993960718,0.4098166908,0.3993960718,0.5494010204,0.5216663365
P13489,"Ribonuclease inhibitor (Placental ribonuclease inhibitor, Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1, RAI)",RNH1,0.428216316,0.4176383888,0.4632040076,0.4525332142,0.4083185171,0.3940820703,0.3951825096,0.3943360415,0.4486232887,0.4382954334,0.4291872556,0.4212540155,0.3638158833,0.3677030283,0.3473556747,0.3406362631,0.3461138324,0.3406362631,0.4138701741,0.4113148645
P13639,"Elongation factor 2, EF-2",EEF2,0.4625599468,0.4318549796,0.482559129,0.4598584113,0.4017927906,0.3907696185,0.4363995767,0.4154939994,0.428778285,0.4078329959,0.438820256,0.4279010325,0.3632175886,0.3588292737,0.3615348112,0.3445212019,0.3609605797,0.3445212019,0.4118003856,0.3943927361
