Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74
P01871,Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region BOT) (Ig mu chain C region GAL) (Ig mu chain C region OU),IGHM,0.4949907689,0.3735849232,0.5240313475,0.4269395316,0.4714652318,0.4286490853,0.4608528571,0.5581582062,0.4026391316,0.3971135795,0.4559653955,0.4220572235,0.382570879,0.3744219678,0.4761471619,0.4641556708,0.3873935822,0.553633256,0.4229803188,0.5527799371,0.4431212636,0.4048567166,0.5621466451,0.4439452887,0.4617667303,0.5333339753,0.429261476,0.4388715535,0.4249737923,0.4171347721,0.4971846204,0.5207583025,0.4467731622,0.45705354,0.4208687206,0.4629563182,0.4722271431,0.3919189393,0.4760036084,0.5375740564,0.4890645962,0.4588572137,0.3648444389,0.4311651692,0.5144050635,0.3937472959,0.4289736232,0.4115576166,0.4433933845,0.4666921654,0.4823772582,0.4305451839,0.3584429194,0.4330643871,0.4964208105,0.4522330745,0.4091852896,0.4782148193,0.5142575771,0.5031338484,0.4421163219,0.4643515056,0.4877163333,0.481874177,0.5021889862,0.4519441368,0.3914333531,0.4510857321,0.3989823507,0.4620699081,0.5686470314,0.3592308018,0.4857935854,0.4419878222
P01876,Immunoglobulin heavy constant alpha 1 (Ig alpha-1 chain C region) (Ig alpha-1 chain C region BUR) (Ig alpha-1 chain C region TRO),IGHA1,0.4796520149,0.4368620429,0.5316718545,0.4348016411,0.4641962549,0.4097221739,0.498994431,0.5426338567,0.3924242243,0.3754906168,0.5153343633,0.4527831139,0.4246667833,0.4264252279,0.4350711174,0.4701633169,0.386797432,0.5145266804,0.3861566291,0.5291594324,0.4582717097,0.4427332896,0.5302176726,0.4317862734,0.4766407835,0.4378491507,0.4934493496,0.4189416668,0.4771353206,0.3740213812,0.4237911549,0.5216653607,0.4677208067,0.4819292725,0.3812562836,0.4060459994,0.488025241,0.4404634232,0.4158116327,0.5429533089,0.5168991431,0.4663848174,0.3980464054,0.4540198975,0.528885684,0.4723461833,0.3576067902,0.3907070758,0.4568499409,0.4435551448,0.3895349151,0.3927274699,0.4003620435,0.4321215253,0.5586342652,0.4513940973,0.3314003914,0.470151518,0.473812571,0.5170348306,0.4503697619,0.3912627096,0.4930547642,0.4683108879,0.523909595,0.4196235625,0.4364239236,0.4184065794,0.4560231356,0.4962193814,0.5366145134,0.3564547689,0.4466546645,0.4836525916
P01877,Immunoglobulin heavy constant alpha 2 (Ig alpha-2 chain C region) (Ig alpha-2 chain C region BUT) (Ig alpha-2 chain C region LAN),IGHA2,0.4693080379,0.4338474889,0.4238376046,0.4317948175,0.4755013071,0.3090468117,0.5229458816,0.5601357106,0.3774211628,0.3642321501,0.508536224,0.4145658304,0.3860132113,0.4272966521,0.4117786428,0.4552098923,0.3962333739,0.5566257379,0.3928028744,0.5061890544,0.4288254248,0.4708010684,0.5658714054,0.3101711665,0.4479220303,0.4342452614,0.5046794041,0.3951743877,0.5111615496,0.3657980826,0.4550462671,0.533452473,0.4559330163,0.4866369024,0.4372641553,0.4016691458,0.5405664705,0.4823906506,0.4048824505,0.5439467907,0.5132300208,0.416947244,0.4734231391,0.454319956,0.5703413619,0.5063046702,0.3634783081,0.4489654881,0.4831976555,0.4466295071,0.3208136488,0.433430255,0.4023553814,0.4222708584,0.5886636469,0.4586404596,0.3792943162,0.4721908988,0.5400315865,0.5513200253,0.392736692,0.4009965401,0.4891253877,0.5171589226,0.5083576129,0.4222877431,0.4464359302,0.4229749279,0.4200097395,0.5088505226,0.5236980283,0.4061087616,0.4498572552,0.4790674263
P02042,Hemoglobin subunit delta (Delta-globin) (Hemoglobin delta chain),HBD,0.3988154368,0.5072149494,0.4697837175,0.4952220343,0.3552290384,0.3460535541,0.4496721344,0.4439320319,0.5017856194,0.3516779051,0.3946907002,0.4547017254,0.4289396166,0.4321095907,0.5770556204,0.3271299314,0.489070394,0.4632684808,0.3916704501,0.4316103069,0.2490261575,0.4034943831,0.5127718297,0.3783213384,0.4021121475,0.5923828128,0.4282442267,0.4496721344,0.4647048287,0.61339369,0.533738427,0.4659359841,0.3611143895,0.4005366538,0.4812946403,0.3082267196,0.4046595595,0.5778340773,0.4893061009,0.4425007019,0.6973645742,0.4695275319,0.4526441716,0.415156115,0.5118619574,0.4594338347,0.4487958279,0.5128035647,0.3987901437,0.4308824361,0.4636178371,0.518603272,0.3510694475,0.5509809761,0.6687832038,0.6336741196,0.4738700737,0.4106120424,0.5407665095,0.6000982158,0.5631596901,0.5705182777,0.4196149507,0.3560419427,0.4577308585,0.4325627638,0.4825487832,0.428504074,0.4466921634,0.4885816207,0.3344089103,0.3806649141,0.5526001393,0.4515330397
P02647,"Apolipoprotein A-I, Apo-AI, ApoA-I (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I, ProapoA-I; Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242)) ]",APOA1,0.3512085594,0.3881377273,0.4515637914,0.4672884173,0.4935195667,0.4714695039,0.3992201598,0.5518169696,0.2932942821,0.4431161779,0.4035358489,0.5084080295,0.4527204237,0.3940368438,0.4180135875,0.3961133166,0.44228388,0.4741123922,0.3256061427,0.4571128058,0.5120320583,0.4289066271,0.449590254,0.428706249,0.4109039976,0.4686494963,0.3725606556,0.4233965356,0.474646259,0.4802295173,0.5247585402,0.4748252091,0.4038258715,0.4884780412,0.446236244,0.3917175441,0.3987602057,0.4664228926,0.528417152,0.3689221155,0.4526134198,0.4324684065,0.3796313905,0.4195572106,0.475638995,0.4050497034,0.4251687456,0.4730687988,0.4608250551,0.3948706336,0.5060247851,0.498262729,0.4380244052,0.4113711396,0.5014499947,0.484316416,0.3922084195,0.4668458903,0.5066350058,0.4772100132,0.4843960248,0.384802704,0.4922825119,0.4574528043,0.464759653,0.4511319784,0.457140879,0.3690237625,0.4173707503,0.4642255827,0.4725735158,0.4411147028,0.5088393001,0.4787863884
P02649,"Apolipoprotein E, Apo-E",APOE,0.4869298409,0.5249755656,0.4877007031,0.4294203883,0.43346416,0.4431600169,0.4060470165,0.5074650999,0.4663417581,0.3199754515,0.3778905425,0.4521136953,0.4874164443,0.3814996531,0.4173559338,0.3873669668,0.4603305519,0.4523741528,0.4082037083,0.4757235199,0.4915605067,0.4271082764,0.4749026819,0.4185684415,0.4167702603,0.5005307984,0.4350429085,0.4384308235,0.4694561282,0.5156812107,0.5001858498,0.4496485365,0.4803353346,0.4493881468,0.4591842945,0.394223626,0.4287122502,0.4637352837,0.4976068384,0.4031229209,0.4983826507,0.3985324663,0.4053146025,0.4313979943,0.4369382612,0.4816364018,0.4115313403,0.4816758672,0.4480954879,0.3932742883,0.5297007583,0.4878635145,0.4809542349,0.4450226853,0.5373579126,0.5183039594,0.3774210272,0.5187454693,0.5317243393,0.5668024344,0.4985169142,0.4856927183,0.5184804684,0.473529058,0.4604074483,0.452063516,0.4178753572,0.3748416089,0.3817219338,0.4435317504,0.4379493737,0.4245428269,0.4731473565,0.4188947424
P02652,"Apolipoprotein A-II, Apo-AII, ApoA-II (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II, ProapoA-II; Truncated apolipoprotein A-II (Apolipoprotein A-II(1-76)) ]",APOA2,0.3719741005,0.3525261045,0.3495239597,0.4801987994,0.4862917165,0.4897877881,0.4441051165,0.5638311092,0.3680105479,0.4712820775,0.4638378461,0.5037341011,0.4676481485,0.4831334056,0.4181174722,0.4592882808,0.4340175899,0.4699393071,0.2904811911,0.3791181378,0.4307762799,0.4769142945,0.455609733,0.4534642298,0.4811591901,0.412767005,0.4509992067,0.5139977976,0.4915515219,0.4295152882,0.4946911172,0.4326312179,0.4385213157,0.4229848621,0.4648902547,0.3641140592,0.4266311325,0.3861491361,0.4590952941,0.4018574198,0.4150336166,0.4756372997,0.4751937556,0.3838768964,0.4761519085,0.3939160745,0.3548072273,0.4726809265,0.3449257748,0.30061137,0.4281514968,0.4531780045,0.4534254426,0.3579468904,0.4674016597,0.3940143988,0.309471403,0.412343736,0.4635206995,0.4539528675,0.4556129879,0.4397307719,0.4428820983,0.4139769359,0.5170347966,0.5222035335,0.4584384202,0.3751301058,0.3922675497,0.4783363345,0.4616290763,0.434343484,0.4732507326,0.5065110494
P02654,"Apolipoprotein C-I, Apo-CI, ApoC-I (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I ]",APOC1,0.4915751536,0.4463033418,0.3943962021,0.4287862985,0.5304636189,0.4523336026,0.4675134442,0.6124557444,0.3945013751,0.3864827266,0.4404928527,0.5155878365,0.4509620808,0.4518436087,0.3707888864,0.4126627474,0.4609469433,0.4212221793,0.3668971443,0.4890830066,0.5046680798,0.4735267525,0.485461758,0.447511374,0.435279497,0.5093747604,0.3632899324,0.4791051285,0.4725012644,0.524985398,0.5186343967,0.4403282782,0.4625747184,0.4886918795,0.4509543505,0.3450787199,0.4272344705,0.455316625,0.5248200776,0.3824823532,0.4447077086,0.4670076507,0.4018142589,0.4044817621,0.4110016777,0.44713625,0.3798544509,0.5070151817,0.3909684827,0.3193588566,0.5463125402,0.4869084808,0.458861384,0.4801597071,0.4728394998,0.5163665646,0.3932882572,0.420474915,0.5709216106,0.5435374228,0.4429927979,0.4770525927,0.4810215023,0.3565330215,0.4888813402,0.5144192697,0.4026873783,0.4144856114,0.3557090642,0.5035104304,0.4633337817,0.4378522022,0.4771330829,0.4448063041
P02655,"Apolipoprotein C-II, Apo-CII, ApoC-II (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II, ProapoC-II ]",APOC2,0.4604974997,0.4565028902,0.4324732549,0.4586680582,0.4333486798,0.373727629,0.4336715225,0.4791500865,0.3351314241,0.2969966651,0.3384922151,0.4635235136,0.3836075896,0.4394978112,0.4637898706,0.3328637954,0.4320349321,0.4292913462,0.3720736115,0.483124014,0.4942541845,0.4698907214,0.3736782634,0.4491175855,0.3623334069,0.5564579086,0.4076463115,0.4550596257,0.4358084815,0.555945334,0.5009032778,0.4364711871,0.4788650817,0.4751528324,0.4926115591,0.2541484446,0.4283123078,0.4705826529,0.4980808291,0.4239894309,0.4489657593,0.4477445042,0.4489388388,0.4578614602,0.4947647926,0.5034320422,0.4048936391,0.5249376599,0.3865956978,0.2884081428,0.5084947922,0.513344755,0.5016084323,0.4624264861,0.4836572705,0.5020254628,0.314681063,0.4796311972,0.5257979632,0.4838735161,0.4337564882,0.5314308584,0.4952829954,0.3979983283,0.4924656324,0.4946418534,0.4444759346,0.3596401359,0.4297281093,0.507490393,0.3908070275,0.4452800236,0.5130609708,0.4345556949
P02656,"Apolipoprotein C-III, Apo-CIII, ApoC-III (Apolipoprotein C3)",APOC3,0.5091036228,0.4400450027,0.4059208564,0.4384874786,0.4177336685,0.4355463626,0.4757805819,0.5246761513,0.4167228273,0.3351380355,0.4410136662,0.4653114216,0.4517163635,0.5017569698,0.4634452949,0.4258099554,0.4883722578,0.4469888653,0.3693329753,0.4564778345,0.4758940955,0.4795242272,0.4062424784,0.4867600112,0.3900272484,0.5021517586,0.4749046823,0.460574769,0.4593172356,0.5298026425,0.5315876008,0.4150263609,0.485055272,0.5181047002,0.5209829564,0.3446423297,0.4049095405,0.4475978654,0.4464000725,0.4116838785,0.4424199743,0.4709130564,0.4524608477,0.4483732709,0.4641120012,0.4959440395,0.3423848047,0.465014957,0.3508796817,0.3210027365,0.4552313541,0.5080913576,0.5474863624,0.4195379526,0.4538496609,0.5010082136,0.3642926025,0.4407468345,0.4907954422,0.4311868006,0.4396513666,0.4904241156,0.4743243657,0.387530219,0.5210862308,0.4856168052,0.4528647909,0.3389817004,0.4082722302,0.4575660467,0.3827461674,0.4331052086,0.4462885253,0.4443096988
P02671,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain ],FGA,0.4519947229,0.4359842786,0.435001036,0.4675066971,0.4169280877,0.4316061366,0.4216844729,0.518482401,0.3634784776,0.4095787222,0.4378551519,0.4250463488,0.4651182314,0.4663516244,0.4302118308,0.4284604384,0.448943416,0.4483290589,0.3737261032,0.4790913971,0.4400068935,0.4422293609,0.444355267,0.4483011212,0.4355103556,0.4801206825,0.4301626009,0.4662777117,0.4414936241,0.4124183947,0.4933111871,0.4960364643,0.5213361779,0.4379902969,0.4600375117,0.4012075982,0.4530613716,0.4522416185,0.5395725478,0.4926114574,0.5391332079,0.4728143085,0.4950213511,0.4280910104,0.4677703418,0.4608965945,0.4290579786,0.4284584719,0.4521824883,0.4848258035,0.4068866718,0.4624932449,0.4550486744,0.4153952464,0.5228783769,0.5154820193,0.4014965359,0.480828685,0.5271134401,0.5133608598,0.5427712055,0.5286824919,0.5303261345,0.5499420955,0.4954697097,0.4463302284,0.4487104214,0.4047402871,0.3995421209,0.4711312684,0.4930684279,0.4036404116,0.5007744731,0.4246070768
P02675,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain ],FGB,0.445218181,0.4322907108,0.4273875173,0.4493815014,0.452238601,0.4433186241,0.4111452311,0.5377120155,0.3382893959,0.3134957471,0.3936501583,0.4162507692,0.4962452847,0.3982663805,0.4159313849,0.4066196028,0.3928544777,0.4257011545,0.3359818272,0.4952178979,0.4519386103,0.438821815,0.4734906777,0.441563909,0.3959395539,0.5009025998,0.4221450712,0.4609980719,0.4477301963,0.4248721793,0.4882690173,0.5298989664,0.5374445057,0.4497163464,0.4447348325,0.4353305578,0.4562520616,0.4924423736,0.5565163607,0.4567642293,0.5465362449,0.4484687132,0.4707450575,0.4364050725,0.468172488,0.4733284766,0.4579744314,0.4136425995,0.4712349836,0.5010207245,0.4365293679,0.4863219936,0.4588965774,0.3875558172,0.5675568866,0.5353842395,0.4253445426,0.5134864776,0.5355154515,0.5371200357,0.5654873983,0.4769928522,0.5594981625,0.5607803108,0.4933085764,0.4562924085,0.4418444383,0.4330813056,0.4335379371,0.489438737,0.5193343977,0.3989424446,0.5257611425,0.447402607
P02679,Fibrinogen gamma chain,FGG,0.4080893131,0.4014082136,0.4050291231,0.4406087397,0.4989693414,0.4212363516,0.4422320393,0.5951917674,0.3162065809,0.3085661078,0.4104219036,0.3914404392,0.5604803879,0.3957589763,0.4044513833,0.3768769211,0.3861311326,0.4055229143,0.3299504815,0.5696807584,0.4729427742,0.4137331256,0.5390388505,0.4218620329,0.3911973409,0.5751057486,0.396489017,0.4298389784,0.4402321917,0.4063996277,0.4958323906,0.587831688,0.5226922728,0.4801120368,0.4280763296,0.5049534914,0.438973709,0.5610780638,0.614430977,0.4413858404,0.6204464552,0.4202621277,0.4404379945,0.4285087529,0.4754345144,0.4605974514,0.5162943472,0.384493932,0.5315507462,0.5366187175,0.468405686,0.5202911944,0.4395039819,0.3757628055,0.6184982787,0.5926423889,0.4939126942,0.5636873862,0.6158880747,0.6020071304,0.6252180298,0.4552904504,0.6164573383,0.6048147288,0.4725242519,0.4343976979,0.4488867608,0.5011796707,0.3861028559,0.552266854,0.5806891426,0.3839823068,0.5872084478,0.4239399975
P02741,C-reactive protein [Cleaved into: C-reactive protein(1-205) ],CRP,0.4957108076,0.5325329038,0.4818410519,0.3841424058,0.3958092997,0.2978547986,0.5007253449,0.3600456387,0.5146944419,0.4824571043,0.2356834198,0.3503057053,0.3929561246,0.435021345,0.5442817713,0.4544331306,0.3758865585,0.5709454797,0.3575748518,0.4826730108,0.3730724504,0.3480157672,0.5230713298,0.2767761794,0.4666505641,0.4447921996,0.4749838502,0.4763338762,0.4573973697,0.3423055689,0.4187882471,0.5270767889,0.4520886056,0.4727308685,0.4211753906,0.4276012539,0.517088875,0.409329555,0.5030893313,0.4871367287,0.513159702,0.4136229813,0.5075072776,0.4950566461,0.3768466779,0.472505672,0.1915634259,0.475828693,0.3447021041,0.3787614242,0.2472622881,0.3006134382,0.3175880028,0.4080680209,0.5311729098,0.4482068317,0.2528184225,0.4220244375,0.3942350181,0.5835130831,0.4997210812,0.4857706996,0.4308966084,0.4236669273,0.2843135137,0.2994168659,0.4626139125,0.369002911,0.514112837,0.4733049465,0.3172657027,0.5378704871,0.5801659219,0.5030098582
P02743,"Serum amyloid P-component, SAP (9.5S alpha-1-glycoprotein) [Cleaved into: Serum amyloid P-component(1-203) ]",APCS,0.3259787917,0.3635519496,0.3981322527,0.4909304855,0.528060913,0.4065544375,0.4248192919,0.6457172818,0.3635623245,0.3415734516,0.3810593299,0.3380480607,0.6810716341,0.3771710971,0.4667803521,0.3991032344,0.4111733044,0.4255164638,0.4190226996,0.6762539488,0.5125228998,0.3758395662,0.6622666109,0.3191698706,0.3959266022,0.7014277395,0.4029947009,0.3675459488,0.3803756373,0.3592261568,0.3741310297,0.6341787604,0.4406400001,0.5390527515,0.4520886056,0.6624589874,0.3997787857,0.6696462873,0.6908201793,0.2707724323,0.7581812481,0.383121444,0.4344109887,0.4386746274,0.4439528739,0.2658713748,0.4467246443,0.385086929,0.4501765039,0.4454004539,0.5242051103,0.3542935339,0.4024312691,0.368251739,0.6533650105,0.6865075417,0.56328168,0.5278270369,0.7182476976,0.7177945923,0.6523913291,0.2871142972,0.6307203232,0.5738638115,0.4500437141,0.3875758211,0.4516148861,0.5745349932,0.407387049,0.4906544317,0.5579927842,0.4235407332,0.6915932114,0.3866636432
P02745,Complement C1q subcomponent subunit A,C1QA,0.4531010064,0.4374337477,0.4286754973,0.4395464309,0.4653086753,0.4662028836,0.366999266,0.5797610293,0.4447593797,0.3870119357,0.4107861781,0.3960894136,0.4840688084,0.3380376179,0.4222282061,0.4438725627,0.3741796493,0.3995440534,0.3580112759,0.5153664374,0.4621557214,0.3959231439,0.5223326095,0.4185071414,0.4398252649,0.5161042762,0.3878220386,0.4391041073,0.4777082459,0.4345114828,0.4931100292,0.4960809137,0.4520886056,0.4526306096,0.4589170559,0.4348817924,0.3957439903,0.5280782046,0.5131238984,0.3206669083,0.5360942763,0.425213534,0.4011516212,0.4041791269,0.4409109004,0.4571653245,0.4044679289,0.4243413639,0.454955402,0.3938162245,0.5230810266,0.4522297857,0.4314023341,0.3596545116,0.5406091229,0.4884835677,0.3789823487,0.5240651507,0.5217284917,0.5975455146,0.4783807839,0.4018405013,0.5573158386,0.4526613275,0.4645056034,0.4649060205,0.4551831752,0.4540755694,0.3969786718,0.3730538026,0.5586394187,0.377563021,0.5005967096,0.4684045333
P02746,Complement C1q subcomponent subunit B,C1QB,0.4400582595,0.4533612606,0.4136978645,0.441812839,0.4527277811,0.4354906568,0.4267480706,0.5878707465,0.4464498788,0.06024164649,0.4050653336,0.441499015,0.480143704,0.2762172907,0.4728164445,0.4450068178,0.4272727831,0.4227716341,0.3898474506,0.5200302622,0.4895440457,0.4502656738,0.5186065269,0.4185703401,0.4265466075,0.5044331188,0.4542996131,0.448027,0.4883761569,0.4370468926,0.4818865523,0.5027102743,0.458743734,0.4650680182,0.4575653347,0.4472845501,0.434365217,0.5133309218,0.4838083508,0.4163884909,0.532337069,0.3983921,0.4514313927,0.4149380386,0.5025868604,0.4694274446,0.4095630243,0.4368510578,0.4434904542,0.3931241574,0.5081619816,0.4635763374,0.4413983852,0.4081043669,0.5461379977,0.4890023807,0.4114232514,0.4879581771,0.5099046943,0.5756980675,0.4764075855,0.4028710073,0.5201152957,0.4429599779,0.4722747796,0.4514494301,0.4553263896,0.3846941744,0.4538033807,0.4737141789,0.5493515058,0.4269022701,0.4828295837,0.4868751184
P02747,Complement C1q subcomponent subunit C,C1QC,0.4529716592,0.456330009,0.4304494364,0.4788687096,0.5275149422,0.4406835679,0.4132370628,0.5785995486,0.4778161653,0.4386190297,0.3990258846,0.4104376694,0.5080878315,0.4268829104,0.4022594643,0.4261733483,0.4154058247,0.3127310217,0.3743762639,0.5413995482,0.4627412254,0.451205552,0.5208585254,0.4295415306,0.4415773015,0.5119352937,0.4025871215,0.4436598093,0.475807299,0.4357110049,0.4572041456,0.5028571843,0.4649810521,0.4302017949,0.440233514,0.4655582494,0.4426838902,0.5331057274,0.5301328764,0.4081045364,0.5223394244,0.416520415,0.4499119439,0.4180149437,0.4940507212,0.460203239,0.4314909277,0.4171389085,0.4446777027,0.4189397342,0.4944253027,0.4846077271,0.4438436418,0.4100681736,0.5512881885,0.5085084559,0.4464485565,0.5074675072,0.5312050177,0.5982684691,0.4815642183,0.3999296541,0.5373817477,0.4751499504,0.4611792937,0.4655260397,0.4402645031,0.4332960255,0.3168541309,0.4755808819,0.5576351212,0.4397960728,0.4948317548,0.468125055
P02748,Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b ],C9,0.4466008235,0.4349766583,0.4332612729,0.4546360177,0.4164350763,0.4490636767,0.4210841863,0.5171895726,0.4235398517,0.4082290014,0.4498501352,0.439544939,0.4840633158,0.4606155567,0.4372834133,0.4419758538,0.4219439472,0.4449122908,0.3699769314,0.5085158811,0.4888976823,0.4421817244,0.4888158359,0.4203033561,0.428309731,0.5279046792,0.4489803384,0.490914618,0.4811494594,0.4387822818,0.4365326906,0.5046956784,0.505527027,0.4490552683,0.4698498999,0.4476877474,0.4740336988,0.4700826911,0.5123171648,0.4453476978,0.5341437264,0.4540713652,0.469983214,0.4532069932,0.4427806887,0.4999192893,0.3903122192,0.450970218,0.450250281,0.4021162161,0.4986078472,0.4393722952,0.4589252609,0.41936202,0.5582092331,0.5154164811,0.3884094752,0.5007935615,0.5286416364,0.5527662056,0.508442443,0.4494049636,0.559190238,0.4900256311,0.4851720744,0.4773803854,0.432581954,0.4257080033,0.4434437333,0.4712159968,0.5051866895,0.4474498026,0.4910468472,0.4651713604
P02749,"Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Anticardiolipin cofactor) (Apolipoprotein H, Apo-H) (Beta-2-glycoprotein I, B2GPI, Beta(2)GPI)",APOH,0.4735243114,0.4306993496,0.4391125157,0.4401927264,0.4426599194,0.4673211355,0.4636783234,0.5318822685,0.4480866726,0.4616763737,0.4749386211,0.4702893754,0.4683779518,0.4710424714,0.4522925098,0.454436928,0.4583627784,0.4791173343,0.397824057,0.4452095013,0.4729683385,0.4417145825,0.4350450106,0.460311633,0.4235623645,0.4563493687,0.4277623701,0.4487813844,0.4594218323,0.4752794333,0.4878018076,0.390272347,0.4492213346,0.4974550122,0.4613482419,0.2911810903,0.435028126,0.4158510302,0.4678310655,0.4435259188,0.434472221,0.4547601774,0.4546539872,0.4415959831,0.4269879817,0.4341854532,0.3670660587,0.484588503,0.4034899755,0.3338952508,0.4912088449,0.4893532288,0.4661999677,0.4337792044,0.4669240412,0.4446242347,0.3689325921,0.4774777603,0.4892464283,0.4604424381,0.4512837707,0.4856167713,0.4705134869,0.412705332,0.4840875239,0.4518847015,0.4100016183,0.2602922868,0.4357985813,0.4702543855,0.3910737236,0.4205065144,0.4528859815,0.4450579464
P02750,"Leucine-rich alpha-2-glycoprotein, LRG",LRG1,0.5088144817,0.5195301986,0.5334190766,0.4794250214,0.4562337869,0.4586026556,0.4194164374,0.4870079918,0.504755385,0.5131670593,0.4107527139,0.3842347289,0.3837064903,0.4205085148,0.4973582136,0.450467781,0.3863752819,0.5038846389,0.443446683,0.4797041945,0.5167839003,0.4265564061,0.4856679338,0.3990780982,0.4196355309,0.4936613571,0.4507239666,0.4203691655,0.4107759049,0.4534532446,0.3907531526,0.4707939145,0.446266894,0.5023141632,0.4500832315,0.4240760579,0.4722176498,0.4497093281,0.5164464785,0.4360436122,0.4877427791,0.4013011758,0.4484286715,0.524340696,0.4170287175,0.4594000315,0.3321341955,0.5056188754,0.4199197898,0.3451519884,0.4417480466,0.412306305,0.3927435747,0.45961092,0.4881704557,0.4617462517,0.3569934164,0.4433206923,0.4673508024,0.5334774609,0.4800330044,0.4418747832,0.4986375818,0.4136959319,0.4054518835,0.4482390074,0.4848916468,0.3407524186,0.5142337758,0.4647405984,0.4315240867,0.5022829706,0.5471150357,0.5061817649
P02751,"Fibronectin, FN (Cold-insoluble globulin, CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3 ]",FN1,0.4026576098,0.3203768857,0.4561197647,0.4520886056,0.4210987782,0.4562755916,0.4634167809,0.6382738641,0.5298002353,0.05047665717,0.3588848021,0.2956159213,0.2287063304,0.2932723456,0.4334465294,0.37858105,0.3984247843,0.4275586015,0.3112627015,0.5733042447,0.1227922855,0.5335139087,0.5413506912,0.4438071262,0.5065743499,0.2093555736,0.4686699409,0.4784637153,0.5323623621,0.4103745723,0.5407671876,0.4604892269,0.5644191221,0.07631030558,0.3166268662,0.449122061,0.200405557,0.4385741056,0.5188749182,0.3362277057,0.3687283489,0.3613547754,0.288307852,0.1379856891,0.361751802,0.2536062371,0.4852280853,0.4521491598,0.3451143201,0.5012708072,0.5041858163,0.2183584141,0.5148447763,0.1891485142,0.5203403566,0.4564666797,0.2356326981,0.47017932,0.5677611298,0.4839070141,0.4566926899,0.523749835,0.4927524002,0.545610505,0.562735404,0.5349851787,0.3784393275,0.4225995327,0.2958685807,0.4674495674,0.6001667715,0.4298518623,0.573430371,0.5349025863
P02753,"Retinol-binding protein 4 (Plasma retinol-binding protein, PRBP, RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176) ]",RBP4,0.4446918411,0.4386387962,0.4264050884,0.439736095,0.4771326761,0.4721333283,0.4197201237,0.5645971908,0.4219553393,0.4356955782,0.4476347879,0.461021941,0.4975265516,0.4281587863,0.4587200005,0.4115333746,0.4698892296,0.4521909306,0.393731191,0.5247301618,0.4981409764,0.4544396404,0.3750442925,0.4975814097,0.3829846885,0.5295764628,0.4048865869,0.4272145344,0.4528374974,0.5412203607,0.5198547703,0.4166256897,0.4786236109,0.5427803259,0.4897523575,0.3223000404,0.3877456848,0.4873781317,0.5008542513,0.4314852656,0.4603620157,0.4684290804,0.4320166234,0.4372392012,0.4351707301,0.4497942599,0.4305059559,0.4447193041,0.4357276522,0.3860252815,0.5395942131,0.5330234401,0.5030361684,0.4407166252,0.4614162552,0.5000479246,0.4132899884,0.5116907375,0.5362062303,0.4514445478,0.4794955775,0.475167954,0.4887003557,0.4269074915,0.5035220937,0.4614281897,0.4323896453,0.3476902801,0.4237700661,0.4573167438,0.4415971359,0.4033527962,0.4900233934,0.4519862806
