Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
P00918,"Carbonic anhydrase 2, EC 4.2.1.1 (Carbonate dehydratase II) (Carbonic anhydrase C, CAC) (Carbonic anhydrase II, CA-II) (Cyanamide hydratase CA2, EC 4.2.1.69)",CA2,2191500032,1276300032,1027699968,1210200064,803800000,2252999936,3204400128,776739968,60797000,545660032,3142099968,3605900032,4549799936,3790200064
P00966,"Argininosuccinate synthase, EC 6.3.4.5 (Citrulline--aspartate ligase)",ASS1,20351000,73413000,13878000,20570000,49294000,48062000,0,171200000,144220000,56513000,0,5017800,0,5680000
P01008,"Antithrombin-III, ATIII (Serpin C1)",SERPINC1,358849984,444700000,342940000,589219968,658529984,566200000,456040000,294710016,47038000,212750000,44394000,32481000,88250000,82099000
P01009,"Alpha-1-antitrypsin (Alpha-1 protease inhibitor) (Alpha-1-antiproteinase) (Serpin A1) [Cleaved into: Short peptide from AAT, SPAAT ]",SERPINA1,3137299968,2439800064,3151200000,2380499968,5317799936,2569700096,2563800064,2134499968,1386700032,1215600000,1515600000,852129984,2981299968,1991200000
P01011,"Alpha-1-antichymotrypsin, ACT (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less ]",SERPINA3,538769984,636460032,768670016,674940032,888110016,547920000,584969984,375670016,1287100032,757129984,302780000,255110000,629260032,503849984
P01019,"Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I, Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II, Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III, Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV, Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4 ]",AGT,213340000,185940000,167580000,123740000,210520000,315590016,300460000,109820000,77102000,28510000,23969000,17043000,48985000,39283000
P01023,"Alpha-2-macroglobulin, Alpha-2-M (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5)",A2M,2281900032,1420000000,1527600000,1216300032,1818599936,2349499904,1438400000,1145100032,272220000,131270000,732129984,571760000,1433799936,1427000064
P01024,"Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c, C3bc; Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein, ASP (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2 ]",C3,1217200000,1155399936,838080000,1150099968,1780199936,1955900032,1778200064,709750016,387160000,225300000,227360000,219240000,457710016,494809984
P01031,Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain ],C5,77295000,78756000,84648000,65155000,122750000,106000000,98031000,56638000,43556000,31978000,17596000,13748000,34113000,27227000
P01034,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3,48181000,35912000,32996000,24191000,36136000,38782000,28461000,41101000,0,26069000,16838000,17646000,19993000,62636000
P01042,"Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen, HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor ]",KNG1,231780000,236240000,174450000,232860000,283390016,376110016,366310016,184130000,56020000,47264000,35100000,45839000,67087000,72850000
P01116,"GTPase KRas, EC 3.6.5.2 (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed ]",KRAS,43965000,105770000,41905000,57493000,27907000,28605000,22041000,20768000,0,2260300,0,12613000,0,20717000
P01591,Immunoglobulin J chain (Joining chain of multimeric IgA and IgM),JCHAIN,183670000,99976000,182030000,146220000,319660000,107600000,56538000,295489984,664670016,311990016,99186000,32685000,68892000,76853000
P01599,Immunoglobulin kappa variable 1-17 (Ig kappa chain V-I region Gal) (Ig kappa chain V-I region WEA),IGKV1-17,0,16944000,42322000,16831000,20942000,0,5998500,17246000,8188400,3218000,6374000,6131400,21556000,11875000
P01614,Immunoglobulin kappa variable 2D-40 (Ig kappa chain V-II region Cum),IGKV2D-40,52764000,68414000,75503000,55692000,79829000,81717000,358360000,74106000,6180100,396560000,0,7629800,11833000,0
P01619,Immunoglobulin kappa variable 3-20 (Ig kappa chain V-III region B6) (Ig kappa chain V-III region GOL) (Ig kappa chain V-III region HAH) (Ig kappa chain V-III region HIC) (Ig kappa chain V-III region IARC/BL41) (Ig kappa chain V-III region NG9) (Ig kappa chain V-III region SIE) (Ig kappa chain V-III region Ti) (Ig kappa chain V-III region WOL),IGKV3-20,315900000,276200000,517600000,301300000,376049984,301950016,700009984,339089984,16733000,4427200,7561100,65300000,113570000,157100000
P01624,Immunoglobulin kappa variable 3-15 (Ig kappa chain V-III region CLL) (Ig kappa chain V-III region POM),IGKV3-15,43600000,43104000,196490000,33303000,112120000,35007000,58558000,67374000,48686000,43400000,17719000,0,30268000,35971000
P01700,Immunoglobulin lambda variable 1-47 (Ig lambda chain V-I region HA) (Ig lambda chain V-I region WAH),IGLV1-47,115260000,124150000,266160000,88404000,161060000,100420000,94147000,150090000,211450000,91965000,53586000,10029000,117190000,14901000
P01703,Immunoglobulin lambda variable 1-40 (Ig lambda chain V-I region NEWM),IGLV1-40,15391000,10846000,60084000,0,23984000,0,69456000,10174000,0,0,18723000,7813700,38136000,38524000
P01721,Immunoglobulin lambda variable 6-57 (Ig lambda chain V-VI region AR) (Ig lambda chain V-VI region EB4) (Ig lambda chain V-VI region NIG-48) (Ig lambda chain V-VI region SUT) (Ig lambda chain V-VI region WLT),IGLV6-57,55226000,24542000,95626000,19674000,0,22047000,31035000,18006000,7802900,0,24299000,47263000,42859000,62152000
P01743,Immunoglobulin heavy variable 1-46 (Ig heavy chain V-I region DOT) (Ig heavy chain V-I region HG3) (Ig heavy chain V-I region Mot),IGHV1-46,0,17133000,70333000,26266000,52819000,0,599430,41334000,488649984,540710016,10002000,0,28520000,10758000
P01780,Immunoglobulin heavy variable 3-7 (Ig heavy chain V-III region GAL) (Ig heavy chain V-III region GAR) (Ig heavy chain V-III region JON),IGHV3-7,168480000,176760000,371200000,125090000,233960000,278660000,94006000,240600000,5531500,6412200,13849000,14744000,37655000,29169000
P01825,Immunoglobulin heavy variable 4-59 (Ig heavy chain V-II region NEWM),IGHV4-59,293569984,359940000,777289984,184270000,412129984,294220000,587180032,443470016,674140032,84305000,136230000,152610000,158890000,407500000
P01833,"Polymeric immunoglobulin receptor, PIgR, Poly-Ig receptor (Hepatocellular carcinoma-associated protein TB6) [Cleaved into: Secretory component ]",PIGR,82236000,128880000,40985000,83645000,38033000,71740000,37896000,74419000,244920000,364369984,3856400,363340,8795800,0
P01834,Immunoglobulin kappa constant (Ig kappa chain C region) (Ig kappa chain C region AG) (Ig kappa chain C region CUM) (Ig kappa chain C region EU) (Ig kappa chain C region OU) (Ig kappa chain C region ROY) (Ig kappa chain C region TI),IGKC,5295799808,5409099776,9486000128,6524199936,18538999808,9342300160,9524500480,10083000320,7772800000,5776799744,3969900032,2368800000,4941700096,5029199872
P01857,Immunoglobulin heavy constant gamma 1 (Ig gamma-1 chain C region) (Ig gamma-1 chain C region EU) (Ig gamma-1 chain C region KOL) (Ig gamma-1 chain C region NIE),IGHG1,7670300160,13763999744,10033000448,9748799488,17639000064,11306999808,13472000000,12195000320,4025299968,6740199936,2894099968,1763200000,7596400128,4036699904
P01859,Immunoglobulin heavy constant gamma 2 (Ig gamma-2 chain C region) (Ig gamma-2 chain C region DOT) (Ig gamma-2 chain C region TIL) (Ig gamma-2 chain C region ZIE),IGHG2,1656800000,1820400000,3017900032,1357900032,2242800128,2485100032,1696199936,1776499968,934019968,596620032,103250000,77235000,196030000,131320000
P01860,Immunoglobulin heavy constant gamma 3 (HDC) (Heavy chain disease protein) (Ig gamma-3 chain C region),IGHG3,558329984,1077100032,1816499968,508289984,2215200000,360230016,835609984,622019968,417780000,98921000,394870016,259180000,531169984,483540000
P01861,Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region),IGHG4,742350016,200950000,3823800064,866419968,3282800128,1062300032,1146099968,1192499968,29756000,26513000,7543000,2911200,18941000,10570000
P01871,Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region BOT) (Ig mu chain C region GAL) (Ig mu chain C region OU),IGHM,386200000,331800000,1215500032,305609984,1183299968,497670016,362070016,592400000,5305500160,9191600128,224830000,318100000,346800000,346880000
P01876,Immunoglobulin heavy constant alpha 1 (Ig alpha-1 chain C region) (Ig alpha-1 chain C region BUR) (Ig alpha-1 chain C region TRO),IGHA1,2054700032,2083500032,2544199936,3041100032,6024999936,3819899904,4067599872,5398799872,4674599936,1150499968,1559000064,1113299968,1923100032,1702899968
P01877,Immunoglobulin heavy constant alpha 2 (Ig alpha-2 chain C region) (Ig alpha-2 chain C region BUT) (Ig alpha-2 chain C region LAN),IGHA2,216970000,92487000,307329984,392600000,477040000,175460000,100950000,308750016,116700000,202970000,3745800,76761000,3951300,110750000
P01889,"HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B, HLA-B)",HLA-B,98235000,225510000,198990000,141330000,200910000,76557000,0,118340000,25400000,0,6181300,3568600,0,0
P01903,"HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)",HLA-DRA,1038700032,564489984,1255800064,1037400000,549480000,394960000,175700000,1117299968,2075900,3141600,0,0,0,0
P02042,Hemoglobin subunit delta (Delta-globin) (Hemoglobin delta chain),HBD,5399499776,4763899904,3998500096,3821700096,3964199936,6294199808,8183300096,3961100032,6700599808,9274699776,33664999424,17810999296,50578001920,29934999552
P02144,Myoglobin,MB,13634000,33472000,0,56238000,14591000,20000000,0,0,0,4081500,14498000,11081000,242310000,233580000
P02452,Collagen alpha-1(I) chain (Alpha-1 type I collagen),COL1A1,100140000,128240000,659960000,1042499968,1916400000,29569000,17210000,784480000,50397000,28449000,44321000,20231000,1544100,2909000
P02462,Collagen alpha-1(IV) chain [Cleaved into: Arresten ],COL4A1,30601000,392360000,25700000,45688000,137940000,18835000,58839000,89798000,0,2542300,0,1015700,327800,2419400
P02511,"Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5, HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component)",CRYAB,59951000,162010000,92053000,87197000,123990000,125570000,36301000,75438000,7690400,0,16365000,12719000,60994000,84818000
P02545,Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32) ],LMNA,791769984,1374700032,1273799936,1337100032,1647699968,791129984,321889984,1475399936,304169984,197880000,75903000,16000000,8823300,1366400
P02549,"Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)",SPTA1,270289984,232810000,204440000,174780000,213520000,339780000,412800000,188400000,107200000,100880000,955710016,758620032,1145699968,949849984
P02647,"Apolipoprotein A-I, Apo-AI, ApoA-I (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I, ProapoA-I; Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242)) ]",APOA1,7218599936,6192799744,5352600064,2949799936,9146999808,8474800128,10542999552,4232999936,173660000,190870000,408889984,349400000,933950016,868649984
P02649,"Apolipoprotein E, Apo-E",APOE,235200000,216100000,460049984,169840000,333510016,173830000,201560000,184180000,156320000,267890000,53791000,61479000,103200000,92188000
P02652,"Apolipoprotein A-II, Apo-AII, ApoA-II (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II, ProapoA-II; Truncated apolipoprotein A-II (Apolipoprotein A-II(1-76)) ]",APOA2,711310016,1481400064,897710016,914310016,3548900096,136290000,4057400064,1011400000,49872000,137140000,9053100,10637000,49452000,27696000
P02654,"Apolipoprotein C-I, Apo-CI, ApoC-I (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I ]",APOC1,128550000,68519000,64155000,38396000,130390000,135480000,144720000,32443000,0,0,0,15594000,0,22277000
P02655,"Apolipoprotein C-II, Apo-CII, ApoC-II (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II, ProapoC-II ]",APOC2,31627000,10021000,7838800,2382200,57670000,213020000,269720000,2797900,0,0,12634000,16910000,41195000,29100000
P02656,"Apolipoprotein C-III, Apo-CIII, ApoC-III (Apolipoprotein C3)",APOC3,661750016,384300000,192000000,135030000,583600000,1065800000,46981000,216720000,272420000,321009984,303289984,446529984,879809984,604140032
P02671,Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain ],FGA,791180032,1053299968,1483699968,517600000,2030000000,1368099968,4335000064,1208800000,1376099968,871849984,206870000,126390000,497169984,285380000
P02675,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain ],FGB,2098899968,2222099968,4351399936,1680000000,5275599872,3375300096,10110000128,2070800000,1772199936,422780000,383500000,363590016,453710016,512200000
P02679,Fibrinogen gamma chain,FGG,1616000000,1561100032,2113900032,1151100032,3613400064,2772499968,6555299840,1507100032,255850000,897270016,76041000,42367000,146590000,73381000
P02724,Glycophorin-A (MN sialoglycoprotein) (PAS-2) (Sialoglycoprotein alpha) (CD antigen CD235a),GYPA,21354000,14562000,0,0,0,22158000,39269000,0,14684000,14093000,142910000,150820000,175250000,174540000
P02730,"Band 3 anion transport protein (Anion exchange protein 1, AE 1, Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233)",SLC4A1,862579968,757660032,675760000,479480000,653520000,1208199936,1455600000,544609984,190570000,395910016,1755100032,1052899968,2654799872,1971699968
P02743,"Serum amyloid P-component, SAP (9.5S alpha-1-glycoprotein) [Cleaved into: Serum amyloid P-component(1-203) ]",APCS,666579968,1704899968,1847200000,1283299968,2462899968,266040000,418960000,1437900032,319870016,96557000,503120,3626400,2169500,9977000
P02746,Complement C1q subcomponent subunit B,C1QB,218230000,48116000,127940000,75904000,122220000,97944000,53888000,63255000,101520000,46818000,33454000,43226000,84037000,73456000
P02747,Complement C1q subcomponent subunit C,C1QC,238790000,80655000,134080000,84642000,112930000,93109000,61013000,72962000,77457000,82429000,45734000,85608000,67949000,125910000
P02748,Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b ],C9,134440000,107910000,263430000,136250000,307600000,113290000,70756000,64391000,80447000,70136000,42154000,49812000,87337000,132480000
P02749,"Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Anticardiolipin cofactor) (Apolipoprotein H, Apo-H) (Beta-2-glycoprotein I, B2GPI, Beta(2)GPI)",APOH,546960000,488480000,584620032,483080000,695369984,923400000,772819968,381860000,131300000,62890000,103240000,131340000,167210000,239840000
P02750,"Leucine-rich alpha-2-glycoprotein, LRG",LRG1,69429000,65590000,87139000,58454000,79758000,72495000,62280000,30740000,30869000,11981000,51786000,22336000,85207000,56131000
P02751,"Fibronectin, FN (Cold-insoluble globulin, CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3 ]",FN1,435670016,716809984,446009984,877270016,908049984,480689984,1060200000,1101100032,229610000,110270000,17795000,11158000,42042000,33996000
P02753,"Retinol-binding protein 4 (Plasma retinol-binding protein, PRBP, RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176) ]",RBP4,61722000,42408000,33879000,39961000,52811000,134660000,54232000,21256000,0,0,16834000,18251000,31488000,30160000
P02760,"Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin, EC 1.6.2.- (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain, ITI-LC (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin ]",AMBP,163480000,178450000,155830000,187200000,248570000,184330000,175210000,155010000,109600000,27274000,69120000,71680000,149150000,134240000
P02763,"Alpha-1-acid glycoprotein 1, AGP 1 (Orosomucoid-1, OMD 1)",ORM1,1897299968,1953100032,2757299968,2343399936,3115099904,3081999872,1579000064,1354200064,335400000,179740000,165790000,112710000,608670016,423729984
P02765,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B ],AHSG,299489984,224000000,167530000,170560000,312569984,302350016,242100000,220250000,35591000,5984500,29044000,18669000,64937000,40828000
P02766,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR,900830016,691329984,454200000,275449984,565880000,984190016,807320000,383060000,10779000,49415000,4588400,8831700,8808800,14090000
P02774,"Vitamin D-binding protein, DBP, VDB (Gc protein-derived macrophage activating factor, Gc-MAF, GcMAF) (Gc-globulin) (Group-specific component, Gc) (Vitamin D-binding protein-macrophage activating factor, DBP-maf)",GC,542910016,404740000,448609984,364020000,605340032,583539968,520929984,269329984,282569984,91759000,40045000,46724000,137810000,124540000
P02776,"Platelet factor 4, PF-4 (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form (Endothelial cell growth inhibitor) ]",PF4,60737000,46984000,49119000,24993000,78109000,68039000,70475000,56054000,1326000,0,0,5729100,9538700,30946000
P02786,"Transferrin receptor protein 1, TR, TfR, TfR1, Trfr (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form, sTfR ]",TFRC,81676000,54578000,47890000,104450000,49510000,34004000,11420000,37270000,17059000,13172000,17277000,15321000,14845000,4886400
P02787,"Serotransferrin, Transferrin (Beta-1 metal-binding globulin) (Siderophilin)",TF,4585399808,4326499840,3803899904,2916900096,5385299968,4402899968,3405499904,3057799936,808240000,724809984,413689984,351489984,794140032,468230016
P02788,"Lactotransferrin, Lactoferrin, EC 3.4.21.- (Growth-inhibiting protein 12) (Talalactoferrin) [Cleaved into: Lactoferricin-H, Lfcin-H; Kaliocin-1; Lactoferroxin-A; Lactoferroxin-B; Lactoferroxin-C ]",LTF,419320000,329470016,198750000,116270000,388070016,259360000,515580000,288680000,119520000,77240000,23942000,35687000,34103000,44117000
P02790,Hemopexin (Beta-1B-glycoprotein),HPX,1371600000,1686499968,1826599936,1371600000,2331599872,1798800000,1814400000,1290200064,24078000,32487000,31636000,52356000,104600000,97585000
P02794,"Ferritin heavy chain, Ferritin H subunit, EC 1.16.3.1 (Cell proliferation-inducing gene 15 protein) [Cleaved into: Ferritin heavy chain, N-terminally processed ]",FTH1,524320000,9813000,1360000000,15237000,178890000,80545000,7010100,220660000,9669900,0,598600,0,240610,0
P02795,"Metallothionein-2, MT-2 (Metallothionein-2A) (Metallothionein-II, MT-II)",MT2A,201170000,20246000,43799000,11354000,0,26117000,16166000,35468000,144630000,231120000,0,599380,0,0
P03952,"Plasma kallikrein, EC 3.4.21.34 (Fletcher factor) (Kininogenin) (Plasma prekallikrein, PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain ]",KLKB1,20491000,27863000,23191000,23394000,40132000,29788000,6438400,9256500,10248000,2063900,3401200,1366000,7663000,3446900
P04003,"C4b-binding protein alpha chain, C4bp (Proline-rich protein, PRP)",C4BPA,132150000,206170000,209770000,127260000,294160000,218130000,226720000,121850000,78497000,27000000,55480000,47124000,104470000,98051000
P04004,"Vitronectin, VN (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B ]",VTN,566739968,1173799936,758640000,1081600000,1017600000,799769984,914230016,980300032,105470000,109610000,8981000,7931700,26158000,29688000
P04040,"Catalase, EC 1.11.1.6",CAT,1047000000,814220032,733600000,848280000,1043900032,1119699968,1908199936,891950016,455020000,724409984,1378599936,1267900032,2068600064,1490499968
P04075,"Fructose-bisphosphate aldolase A, EC 4.1.2.13 (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)",ALDOA,698830016,745329984,954499968,1115600000,741520000,580129984,686849984,595569984,243530000,81523000,464790016,392190016,767670016,487440000
P04080,Cystatin-B (CPI-B) (Liver thiol proteinase inhibitor) (Stefin-B),CSTB,1073200000,745280000,1763500032,957230016,885440000,365950016,253780000,840969984,152160000,44718000,47368000,59806000,13277000,55557000
P04083,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26 ],ANXA1,1404899968,2076400000,1883000064,2232000000,1638499968,1740600064,1018899968,1824499968,304680000,91441000,27132000,21386000,17871000,15043000
P04114,"Apolipoprotein B-100, Apo B-100 [Cleaved into: Apolipoprotein B-48, Apo B-48 ]",APOB,209700000,171010000,151510000,113650000,267150000,361049984,302580000,184710000,61908000,49254000,51746000,52285000,105650000,100260000
P04156,"Major prion protein, PrP (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230)",PRNP,18843000,55415000,62240000,28092000,49177000,28185000,14904000,46681000,1169100,0,2738700,2996000,5225900,3533300
P04179,"Superoxide dismutase [Mn], mitochondrial, EC 1.15.1.1",SOD2,1759800064,646259968,1867399936,372809984,764179968,481460000,464560000,694000000,530060000,129070000,8152900,4058700,12393000,10506000
P04196,"Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein, HPRG)",HRG,134010000,137910000,35878000,22206000,225270000,238000000,190590000,77096000,0,0,4067000,246600,2189400,633260
P04216,Thy-1 membrane glycoprotein (CDw90) (Thy-1 antigen) (CD antigen CD90),THY1,15084000,110660000,318960000,63356000,311649984,15105000,175100000,47995000,5302500,0,624600,0,0,0
P04217,Alpha-1B-glycoprotein (Alpha-1-B glycoprotein),A1BG,481329984,398350016,370300000,156060000,421310016,542969984,358340000,223070000,55794000,44284000,9179000,6744500,17477000,24649000
P04233,"HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain, Ii) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide, CLIP ]",CD74,292830016,339560000,733219968,434560000,435289984,162010000,130710000,385089984,23492000,28719000,0,0,0,0
P04275,"von Willebrand factor, vWF [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II) ]",VWF,75461000,223920000,194260000,205670000,165160000,90573000,64407000,108070000,4578100,6590400,427840,319830,3252300,3589800
P04406,"Glyceraldehyde-3-phosphate dehydrogenase, GAPDH, EC 1.2.1.12 (Peptidyl-cysteine S-nitrosylase GAPDH, EC 2.6.99.-)",GAPDH,3695200000,4964499968,6782499840,7025200128,5508599808,3927000064,1624000000,5192500224,804160000,803400000,1636600064,655870016,2081299968,1089400064
P04424,"Argininosuccinate lyase, ASAL, EC 4.3.2.1 (Arginosuccinase)",ASL,35760000,55873000,59459000,40430000,51332000,13717000,9520600,27987000,2983600,8895300,0,3610300,8157800,0
P04430,Immunoglobulin kappa variable 1-16 (Ig kappa chain V-I region BAN),IGKV1-16,0,10472000,19531000,6680100,33152000,6842100,3766500,7389800,14958000,0,4792100,8527400,11624000,12558000
P04439,"HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A, HLA-A)",HLA-A,414840000,200720000,447860000,109290000,324100000,252110000,21100000,315209984,29006000,48070000,0,3991000,0,2225500
P04632,"Calpain small subunit 1, CSS1 (Calcium-activated neutral proteinase small subunit, CANP small subunit) (Calcium-dependent protease small subunit, CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit)",CAPNS1,280640000,481990016,302270016,546259968,218460000,210590000,249520000,486369984,17676000,25455000,55116000,14688000,49823000,14846000
P04792,"Heat shock protein beta-1, HspB1 (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein, HSP 27) (Stress-responsive protein 27, SRP27)",HSPB1,1489799936,1468800000,1441799936,1607900032,1205100032,1191299968,618390016,1795100032,127240000,37304000,14360000,84081000,11642000,28132000
P04843,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I, RPN-I) (Ribophorin-1)",RPN1,227050000,218690000,350009984,231440000,258810000,157740000,170580000,253400000,4790100,2028000,0,0,0,0
P04844,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (RIBIIR) (Ribophorin II, RPN-II) (Ribophorin-2)",RPN2,165160000,92649000,278729984,141930000,150100000,113630000,101380000,189030000,11592000,3088600,709280,0,0,0
P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein),GNAI2,384870016,340849984,322969984,247820000,207700000,286630016,221370000,211210000,11643000,22982000,940500,297830,1435200,0
P05023,"Sodium/potassium-transporting ATPase subunit alpha-1, Na(+)/K(+) ATPase alpha-1 subunit, EC 7.2.2.13 (Sodium pump subunit alpha-1)",ATP1A1,113530000,192340000,140300000,161890000,110060000,100380000,49619000,163930000,39530000,18178000,6441800,6183300,5642000,1637500
P05026,Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1),ATP1B1,93474000,139020000,116960000,155640000,74374000,67938000,33094000,141290000,41277000,9369400,0,0,0,0
P05062,"Fructose-bisphosphate aldolase B, EC 4.1.2.13 (Liver-type aldolase)",ALDOB,0,922130,2141600,0,2066800,0,0,1085900,537889984,196740000,2568700,2109200,12911000,31204000
P05089,"Arginase-1, EC 3.5.3.1 (Liver-type arginase) (Type I arginase)",ARG1,6112600,6550500,7081700,6893800,8842600,0,0,12291000,13412000,0,19649000,7116400,15672000,12753000
P05090,"Apolipoprotein D, Apo-D, ApoD",APOD,8316900,15074000,22275000,15119000,126570000,3593900,0,53200000,443110016,344870016,70624000,78279000,98057000,38244000
P05091,"Aldehyde dehydrogenase, mitochondrial, EC 1.2.1.3 (ALDH class 2) (ALDH-E2) (ALDHI)",ALDH2,473430016,596390016,272329984,711369984,670040000,485080000,142980000,257040000,3384000,5272000,2276800,1709200,8780000,1267200
P05107,"Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)",ITGB2,124830000,50754000,134140000,72884000,60358000,56641000,59135000,52000000,13462000,57815000,0,0,0,0
P05109,"Protein S100-A8 (Calgranulin-A) (Calprotectin L1L subunit) (Cystic fibrosis antigen, CFAG) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8, MRP-8, p8) (S100 calcium-binding protein A8) (Urinary stone protein band A)",S100A8,197530000,322640000,213480000,357889984,522240000,178920000,61734000,394420000,643240000,454040000,27530000,8810500,29583000,21124000
P05141,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2, ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed ]",SLC25A5,206910000,495100000,825609984,547190016,336440000,275740000,107020000,1388800000,62793000,59609000,3270600,2670300,569360,2887900
