Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
P05089,"Arginase-1, EC 3.5.3.1 (Liver-type arginase) (Type I arginase)",ARG1,0.6469406018,0.6511491227,0.6558919314,0.6542561779,0.6693993425,0.6494196361,0.6350413136,0.6894286182,0.69473764,0.6871308754,0.7179657261,0.6561892315,0.7042098278,0.6916730447
P05090,"Apolipoprotein D, Apo-D, ApoD",APOD,0.5565201256,0.5926923047,0.6164445461,0.5928736441,0.7221195638,0.5054839078,0.6426358448,0.6693993425,0.7983360605,0.7830899627,0.6866321318,0.6928916775,0.706593938,0.6493223799
P05091,"Aldehyde dehydrogenase, mitochondrial, EC 1.2.1.3 (ALDH class 2) (ALDH-E2) (ALDHI)",ALDH2,0.7243883566,0.7384324679,0.6907521141,0.749156018,0.7455152381,0.7258669761,0.6515612577,0.6872374274,0.423849827,0.4508172034,0.3997452002,0.3823035691,0.4818425609,0.3641034488
P05107,"Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)",ITGB2,0.7155309133,0.6607896627,0.7199062182,0.6828013677,0.6713310692,0.6674648816,0.670085899,0.6622649047,0.5800662191,0.668712786,0.6183515146,0.6427832056,0.6406305896,0.6387421044
P05109,"Protein S100-A8 (Calgranulin-A) (Calprotectin L1L subunit) (Cystic fibrosis antigen, CFAG) (Leukocyte L1 complex light chain) (Migration inhibitory factor-related protein 8, MRP-8, p8) (S100 calcium-binding protein A8) (Urinary stone protein band A)",S100A8,0.6670377088,0.6968818273,0.6717609763,0.7031888187,0.7261750922,0.6610188499,0.5962935599,0.7091004823,0.7388506743,0.7176629175,0.547172865,0.4778717915,0.5515477678,0.5310621281
P05141,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2, ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed ]",SLC25A5,0.6894496873,0.7425189969,0.7736232432,0.7486037974,0.7190194245,0.7069173734,0.6493489977,0.8052571933,0.6169181997,0.6137530033,0.4371849858,0.4248504504,0.330847818,0.4296155345
P05155,"Plasma protease C1 inhibitor, C1 Inh, C1Inh (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1)",SERPING1,0.7095645262,0.69578201,0.6880379744,0.6781352362,0.7062130851,0.6951207445,0.6494216139,0.6626645349,0.6183473631,0.5865738901,0.6321367147,0.6237019006,0.6605156432,0.6761341502
P05156,"Complement factor I, EC 3.4.21.45 (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I light chain ]",CFI,0.6849603516,0.67413805,0.7005354337,0.6726108588,0.7101540601,0.7090349831,0.6740386551,0.6661878262,0.5612979959,0.6282319271,0.5583391485,0.5996733479,0.6241191822,0.6073165412
P05164,"Myeloperoxidase, MPO, EC 1.11.2.2 [Cleaved into: Myeloperoxidase; 89 kDa myeloperoxidase; 84 kDa myeloperoxidase; Myeloperoxidase light chain; Myeloperoxidase heavy chain ]",MPO,0.6746533594,0.6856816883,0.639702708,0.6641453257,0.7301240687,0.6618247446,0.7096117307,0.71063664,0.7041230583,0.7172648956,0.5020895242,0.4911786035,0.550988752,0.5277893746
P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial, PCCase subunit alpha, EC 6.4.1.3 (Propanoyl-CoA:carbon dioxide ligase subunit alpha)",PCCA,0.6616417567,0.6702819546,0.711271569,0.6452152239,0.6962382534,0.6685167304,0.6628913498,0.6703618887,0.7128589922,0.7118294188,0.6250436914,0.6093495476,0.6339258628,0.6109837933
P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial, PCCase subunit beta, EC 6.4.1.3 (Propanoyl-CoA:carbon dioxide ligase subunit beta)",PCCB,0.6681748393,0.6706238457,0.7127821542,0.6840999747,0.6427385945,0.6542744324,0.6541231689,0.6725380014,0.5863726879,0.676710737,0.5956416982,0.5872746904,0.6379901491,0.5974721453
P05186,"Alkaline phosphatase, tissue-nonspecific isozyme, AP-TNAP, TNS-ALP, TNSALP, EC 3.1.3.1 (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase, EC 3.9.1.1)",ALPL,0.6566369106,0.6108502867,0.699504252,0.6832802936,0.7157377045,0.6236044358,0.6412804812,0.6821617744,0.8995822158,0.8187898552,0.5487980437,0.5345541374,0.5203545407,0.5360023595
P05198,"Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha, eIF-2-alpha, eIF-2A, eIF-2alpha)",EIF2S1,0.688192736,0.679947866,0.7242758136,0.6728897837,0.6659089013,0.6586397256,0.7164911676,0.6946053949,0.6495463802,0.722399132,0.6425612358,0.5497463562,0.6316019846,0.5837357078
P05362,"Intercellular adhesion molecule 1, ICAM-1 (Major group rhinovirus receptor) (CD antigen CD54)",ICAM1,0.6693993425,0.7064564256,0.711553791,0.6697992542,0.6742963098,0.6734053745,0.5314534753,0.7137837426,0.6374775814,0.6608857203,0.3351217176,0.3430849488,0.2754945168,0.3063503562
P05386,60S acidic ribosomal protein P1 (Large ribosomal subunit protein P1),RPLP1,0.6764782527,0.6693993425,0.7068320514,0.7263507623,0.6883770911,0.6681821573,0.6666537599,0.6894852314,0.2705687604,0.3941080788,0.320554979,0.3600199756,0.3260635143,0.3519108286
P05387,60S acidic ribosomal protein P2 (Large ribosomal subunit protein P2) (Renal carcinoma antigen NY-REN-44),RPLP2,0.6904420681,0.6908620034,0.7167126348,0.68800239,0.6946701303,0.6900447297,0.650796295,0.6984904804,0.5712461292,0.5700979414,0.5673518763,0.5352205495,0.5893385717,0.5819625223
P05388,60S acidic ribosomal protein P0 (60S ribosomal protein L10E) (Large ribosomal subunit protein uL10),RPLP0,0.6809784446,0.6834253601,0.7190922015,0.708606041,0.6839009437,0.6673295807,0.6714691043,0.6992368669,0.5883133006,0.538989795,0.5446127631,0.5188345066,0.5414538392,0.5164477427
P05413,"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein, H-FABP) (Mammary-derived growth inhibitor, MDGI) (Muscle fatty acid-binding protein, M-FABP)",FABP3,0.7167173794,0.6372806814,0.7861972188,0.7368964711,0.6946862136,0.6381788541,0.6441124715,0.729434376,0.4908768403,0.4052757294,0.6022385964,0.546158249,0.7477345345,0.6998704288
P05455,"Lupus La protein (La autoantigen) (La ribonucleoprotein) (Sjoegren syndrome type B antigen, SS-B)",SSB,0.7054305514,0.7107665931,0.7320399936,0.6928611996,0.6693993425,0.6923068882,0.6195774954,0.7118145015,0.5091907098,0.6304007621,0.3944858758,0.4144344937,0.4536568332,0.4572819722
P05543,Thyroxine-binding globulin (Serpin A7) (T4-binding globulin),SERPINA7,0.724018762,0.6683598779,0.6794689451,0.5443424026,0.7482777082,0.6704388071,0.6459033084,0.6825493824,0.7221167492,0.7101523714,0.6092897227,0.6479327814,0.6591495264,0.6520480192
P05546,"Heparin cofactor 2 (Heparin cofactor II, HC-II) (Protease inhibitor leuserpin-2, HLS2) (Serpin D1)",SERPIND1,0.7015943591,0.7016531437,0.6586475662,0.6317410651,0.7245521652,0.6693993425,0.6917976904,0.6718180318,0.6108591326,0.5895298426,0.5151435165,0.5831592114,0.3826222599,0.6017277451
P05556,"Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa, GPIIA) (VLA-4 subunit beta) (CD antigen CD29)",ITGB1,0.6693993425,0.7075108477,0.7223570339,0.7232959779,0.7048644187,0.7138132555,0.5506938644,0.7304013451,0.3905133775,0.3882767513,0.1560239151,0.1623943151,0.2327932356,0.2705752339
P05783,"Keratin, type I cytoskeletal 18 (Cell proliferation-inducing gene 46 protein) (Cytokeratin-18, CK-18) (Keratin-18, K18)",KRT18,0.6460362772,0.7007599166,0.688919139,0.671980031,0.7490852112,0.7633319723,0.666818654,0.8084927944,0.6590003939,0.6460033868,0.3935902965,0.1882897787,0.3641997074,0.4143393206
P05976,"Myosin light chain 1/3, skeletal muscle isoform, MLC1/MLC3, MLC1F/MLC3F (Myosin light chain alkali 1/2, Myosin light chain A1/A2)",MYL1,0.666323489,0.6870678288,0.6829282248,0.6724751961,0.7060090682,0.6366233162,0.4998947951,0.7003572306,0.6132980164,0.559459271,0.686740453,0.6170076732,0.638641933,0.6254338324
P06132,"Uroporphyrinogen decarboxylase, UPD, URO-D, EC 4.1.1.37",UROD,0.6673021185,0.6712073886,0.701644901,0.6460278334,0.6658246248,0.6675912965,0.6978886428,0.6713778717,0.6371366905,0.6477803619,0.6380192272,0.6411401945,0.6831316386,0.7257313536
P06454,"Prothymosin alpha [Cleaved into: Prothymosin alpha, N-terminally processed; Thymosin alpha-1 ]",PTMA,0.6679699781,0.6932276981,0.6960803957,0.6708287069,0.6793119317,0.6620218858,0.5985840653,0.6891910274,0.6971064308,0.7290845639,0.5584851448,0.5860481668,0.5357303906,0.5127729063
P06576,"ATP synthase subunit beta, mitochondrial, EC 7.1.2.2 (ATP synthase F1 subunit beta)",ATP5F1B,0.689088054,0.6950811796,0.7247184666,0.7010462398,0.6934181648,0.6790315593,0.6597671257,0.6917447763,0.4839240635,0.4588185721,0.4187095996,0.3975328598,0.4899583624,0.4444467632
P06681,"Complement C2, EC 3.4.21.43 (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment ]",C2,0.6904501097,0.7233884971,0.6714953603,0.6673033247,0.6956711558,0.6616944295,0.6857284506,0.6373146977,0.6888026153,0.7152630457,0.6435320246,0.5683789567,0.6133456532,0.6434218539
P06702,"Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14, MRP-14, p14) (S100 calcium-binding protein A9)",S100A9,0.7059080248,0.7024788208,0.6801177058,0.6356073734,0.7045559809,0.6856213357,0.694311794,0.6999231017,0.6586809793,0.615354218,0.532982878,0.3904620315,0.5245348756,0.4696019119
P06703,"Protein S100-A6 (Calcyclin) (Growth factor-inducible protein 2A9) (MLN 4) (Prolactin receptor-associated protein, PRA) (S100 calcium-binding protein A6)",S100A6,0.6556869898,0.7116577294,0.6571616689,0.6844399358,0.7430434336,0.6816370161,0.6239952201,0.7257877256,0.7106064435,0.7542132957,0.5677449525,0.5870900439,0.6147582507,0.6222672288
P06727,"Apolipoprotein A-IV, Apo-AIV, ApoA-IV (Apolipoprotein A4)",APOA4,0.7184629418,0.727298552,0.6953566868,0.6385823443,0.7318251205,0.7250772854,0.7229650636,0.7101359664,0.6434419983,0.625942226,0.5286072916,0.4386644899,0.6060052685,0.513883821
P06730,"Eukaryotic translation initiation factor 4E, eIF-4E, eIF4E (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)",EIF4E,0.6929580212,0.6929436266,0.7023346741,0.6693993425,0.7014894959,0.650146891,0.6320033287,0.7079475902,0.6586974245,0.6133218901,0.6611056596,0.651627923,0.6641028657,0.6754852689
P06733,"Alpha-enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase, NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)",ENO1,0.6908622044,0.6954536691,0.7123762917,0.6876165111,0.6833775926,0.6804439156,0.6583547694,0.7263789081,0.6062555249,0.5788022716,0.5629779786,0.5852803895,0.564440354,0.5894536881
P06737,"Glycogen phosphorylase, liver form, EC 2.4.1.1",PYGL,0.6693993425,0.709268754,0.703894434,0.6528754253,0.697812046,0.6733915429,0.6757109982,0.6794455439,0.6392418406,0.5189536035,0.4553834977,0.4828897656,0.4699117167,0.507100683
P06744,"Glucose-6-phosphate isomerase, GPI, EC 5.3.1.9 (Autocrine motility factor, AMF) (Neuroleukin, NLK) (Phosphoglucose isomerase, PGI) (Phosphohexose isomerase, PHI) (Sperm antigen 36, SA-36)",GPI,0.682360323,0.6954282575,0.7192798133,0.669382455,0.6987691641,0.6474292129,0.6705792145,0.7191473672,0.630468312,0.66941623,0.5177546728,0.4125190513,0.5130355066,0.4896962848
P06748,"Nucleophosmin, NPM (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)",NPM1,0.7421375811,0.7473350651,0.7751620143,0.6693993425,0.644476075,0.7269480966,0.7223818023,0.7678600285,0.4398636618,0.2968338589,0.2748276222,0.3362569584,0.2932099664,0.266685444
P06753,"Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5, hTM5)",TPM3,0.6939225376,0.6893378279,0.6824146042,0.6799026316,0.7056014366,0.6416158183,0.5917396096,0.6924266285,0.5802543537,0.635847055,0.6719377721,0.5840874901,0.6668609129,0.624040374
P06756,Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain ],ITGAV,0.658804861,0.6996676584,0.7059166696,0.6777855045,0.6712753808,0.6693993425,0.5954096612,0.7070616408,0.5619393985,0.5688315312,0.4168299426,0.4149228032,0.631696836,0.5478304413
P06865,"Beta-hexosaminidase subunit alpha, EC 3.2.1.52 (Beta-N-acetylhexosaminidase subunit alpha, Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha)",HEXA,0.6663356319,0.6501846064,0.712069985,0.7045719436,0.6724630531,0.6661880675,0.7154753856,0.7440385485,0.4812416883,0.5212526028,0.5777147379,0.6513304621,0.6039435786,0.6435190248
P07099,"Epoxide hydrolase 1, EC 3.3.2.9 (Epoxide hydratase) (Microsomal epoxide hydrolase, mEH)",EPHX1,0.6693993425,0.7031225153,0.7153764732,0.7198186848,0.6763487016,0.6540829606,0.5835508703,0.6979725575,0.4792754226,0.409846326,0.5750808338,0.5764378534,0.5960985095,0.387448541
P07108,"Acyl-CoA-binding protein, ACBP (Diazepam-binding inhibitor, DBI) (Endozepine, EP)",DBI,0.7247515178,0.7148790163,0.7272418583,0.6893784382,0.6851205415,0.6693993425,0.6190599343,0.6926339424,0.3807544241,0.4679318406,0.4579631005,0.4671991049,0.5029650195,0.5364069755
P07195,"L-lactate dehydrogenase B chain, LDH-B, EC 1.1.1.27 (LDH heart subunit, LDH-H) (Renal carcinoma antigen NY-REN-46)",LDHB,0.6789778008,0.714271831,0.7386809953,0.7044512785,0.7124585981,0.650831035,0.6850727338,0.7032335304,0.6208501279,0.5958021343,0.6504702862,0.5958883409,0.6598208842,0.6448952464
P07203,"Glutathione peroxidase 1, GPx-1, GSHPx-1, EC 1.11.1.9 (Cellular glutathione peroxidase)",GPX1,0.6928063957,0.6308566838,0.7120765389,0.6867491781,0.6309663721,0.6573787133,0.6492158681,0.6821223301,0.610451702,0.547237922,0.6814199718,0.6475640312,0.6914409223,0.7009111801
P07225,Vitamin K-dependent protein S,PROS1,0.674927872,0.6852673017,0.6805832775,0.6279532836,0.7075652093,0.6899826079,0.6693993425,0.6328947213,0.6588055181,0.62876722,0.6025497684,0.5792589573,0.6876115253,0.6642944984
P07237,"Protein disulfide-isomerase, PDI, EC 5.3.4.1 (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)",P4HB,0.6833687468,0.697899298,0.7263391019,0.7048825124,0.7020680128,0.6777710295,0.6610276555,0.7127443584,0.5583442148,0.5369981177,0.4138328168,0.4083314386,0.3837963419,0.4198592349
P07305,"Histone H1.0 (Histone H1') (Histone H1(0)) [Cleaved into: Histone H1.0, N-terminally processed ]",H1-0,0.6623626511,0.7075766285,0.6719553833,0.7151689985,0.7085984015,0.6693993425,0.6677321461,0.7142597283,0.4704014537,0.4553309857,0.5531195801,0.4335848162,0.5731990357,0.5636023328
P07339,"Cathepsin D, EC 3.4.23.5 [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain ]",CTSD,0.7366441239,0.6726471669,0.7468536513,0.7381301418,0.6950459169,0.6661515181,0.7287412656,0.6812188499,0.5567766143,0.5660701165,0.4004707587,0.4184509396,0.3431773273,0.4369843866
P07355,"Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV, PAP-IV) (Protein I) (p36)",ANXA2,0.685553062,0.7378785987,0.6896236686,0.7347016616,0.6904485014,0.6930387996,0.653245623,0.6958319889,0.5439801661,0.4792467541,0.4158097377,0.3593554532,0.2910082008,0.1908949542
P07357,Complement component C8 alpha chain (Complement component 8 subunit alpha),C8A,0.6705513904,0.694067207,0.6492520958,0.6693993425,0.7137532647,0.6620121152,0.7295120986,0.6428204586,0.7250550904,0.7308425908,0.6356965353,0.637960885,0.6450114081,0.6595060935
P07358,Complement component C8 beta chain (Complement component 8 subunit beta),C8B,0.667716867,0.6961310984,0.6871878907,0.6850339328,0.7221335563,0.6710818181,0.667219973,0.6421602385,0.7353043436,0.6161873739,0.4675377391,0.5419033076,0.6026245558,0.5363490253
P07360,Complement component C8 gamma chain,C8G,0.6730304725,0.6814438153,0.671832346,0.6721766897,0.6910498967,0.67738117,0.6487962142,0.6693993425,0.6155753234,0.5821741586,0.5735950572,0.6020697619,0.5934229697,0.6644897498
P07384,"Calpain-1 catalytic subunit, EC 3.4.22.52 (Calcium-activated neutral proteinase 1, CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain, muCANP)",CAPN1,0.6627307579,0.6871710435,0.6866618457,0.7090035804,0.6748696397,0.677018451,0.6639290453,0.6764448396,0.5446512424,0.5066410621,0.6545144357,0.6442536026,0.6635622653,0.6819168658
P07437,Tubulin beta chain (Tubulin beta-5 chain),TUBB,0.6806746308,0.6983295267,0.7025917659,0.6997972095,0.6744495034,0.6687759532,0.6700227318,0.6942073731,0.5910002596,0.60654028,0.4354365686,0.4409254019,0.3394165256,0.4082532737
P07451,"Carbonic anhydrase 3, EC 4.2.1.1 (Carbonate dehydratase III) (Carbonic anhydrase III, CA-III)",CA3,0.7216925518,0.7494315252,0.6937818086,0.652731158,0.7180451777,0.6938424427,0.6658278817,0.6729708034,0.585865978,0.5666283885,0.6358301675,0.6622944578,0.6574085076,0.6627714085
P07585,Decorin (Bone proteoglycan II) (PG-S2) (PG40),DCN,0.6693993425,0.7084499525,0.6549934371,0.6982458934,0.7406707024,0.6737005034,0.5963271339,0.6709603891,0.6520424704,0.676172911,0.5575393253,0.5433967037,0.5927415347,0.3962022068
P07602,"Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator, CSAct) (Dispersin) (Sphingolipid activator protein 1, SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2, SAP-2); Saposin-D (Component C) (Protein C) ]",PSAP,0.7347745592,0.6568455112,0.73700049,0.670374876,0.6711447843,0.6694728433,0.6744318921,0.6693993425,0.4784122311,0.4998197664,0.3032384761,0.3607422571,0.321991219,0.4380898331
P07737,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,0.6635542236,0.6949263375,0.6861801505,0.6935709161,0.6981006209,0.6752444614,0.7174094444,0.6996277316,0.5566641115,0.6302369133,0.4951388383,0.4692849902,0.4958751324,0.4915820132
P07738,"Bisphosphoglycerate mutase, BPGM, EC 5.4.2.4 (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase, EC 5.4.2.11) (2,3-diphosphoglycerate mutase, DPGM) (BPG-dependent PGAM)",BPGM,0.670332215,0.6613257196,0.66846647,0.6547223126,0.6597676484,0.701076597,0.68799853,0.6449492059,0.5005261858,0.5460514558,0.6956349683,0.6899263566,0.7243083823,0.7270693245
P07741,"Adenine phosphoribosyltransferase, APRT, EC 2.4.2.7",APRT,0.6680172229,0.6741926528,0.7197726865,0.6937975702,0.6707814622,0.6771605873,0.7026171775,0.6989562934,0.5805926662,0.5426204425,0.6192214912,0.614750571,0.6082989101,0.6054088188
P07814,"Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase, EC 6.1.1.17 (Glutamyl-tRNA synthetase, GluRS); Proline--tRNA ligase, EC 6.1.1.15 (Prolyl-tRNA synthetase) ]",EPRS1,0.6808895039,0.671641437,0.7017362944,0.6885033451,0.6693993425,0.6186406423,0.656588339,0.7080998187,0.6106591365,0.5938987946,0.5507779701,0.4151001821,0.5833080323,0.5575241065
P07858,"Cathepsin B, EC 3.4.22.1 (APP secretase, APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain ]",CTSB,0.7083553022,0.668580541,0.754857151,0.6921121997,0.6702181441,0.6605852035,0.6957339209,0.7121604536,0.5315124207,0.6085720048,0.5461484483,0.4667238429,0.5470516772,0.4958744489
P07900,"Heat shock protein HSP 90-alpha, EC 3.6.4.10 (Heat shock 86 kDa, HSP 86, HSP86) (Lipopolysaccharide-associated protein 2, LAP-2, LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)",HSP90AA1,0.6951268562,0.6873787997,0.7122287273,0.6966612848,0.6835241921,0.6775060569,0.6476819622,0.6941243028,0.6612926281,0.5997651032,0.5968249929,0.5886312677,0.5998736656,0.59062005
P07910,"Heterogeneous nuclear ribonucleoproteins C1/C2, hnRNP C1/C2",HNRNPC,0.6734409991,0.6848895851,0.7453757957,0.7455322059,0.7223070953,0.7297415271,0.6653576859,0.7359874824,0.629249438,0.6362013704,0.3490070866,0.234125095,0.3134024877,0.2458435591
P07942,Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta),LAMB1,0.6637503999,0.7212661831,0.7149817083,0.6880264748,0.7036740926,0.6617473034,0.6741839678,0.6646147172,0.4382048287,0.4899970428,0.6049074114,0.5921498598,0.6231004601,0.5872884417
P07954,"Fumarate hydratase, mitochondrial, Fumarase, HsFH, EC 4.2.1.2",FH,0.6802290827,0.6722471749,0.6971622399,0.6794547515,0.6665515102,0.6744853289,0.7019683364,0.6828686764,0.5814071655,0.6640364014,0.6562153267,0.6658216494,0.650976026,0.6595972457
P07988,"Pulmonary surfactant-associated protein B, SP-B (18 kDa pulmonary-surfactant protein) (6 kDa protein) (Pulmonary surfactant-associated proteolipid SPL(Phe))",SFTPB,0.6941688133,0.6950900656,0.709764482,0.7007274283,0.6670036121,0.6898596912,0.6717950729,0.7073243215,0.4241675931,0.3688474235,0.3718363467,0.4415930605,0.4541319343,0.4698294104
P08123,Collagen alpha-2(I) chain (Alpha-2 type I collagen),COL1A2,0.7156231511,0.747960505,0.7599638045,0.7642868387,0.8144252859,0.6974348521,0.628161844,0.7756388444,0.611848377,0.641363833,0.5607838526,0.5018187214,0.3856415404,0.3574612408
P08133,"Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II, CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70)",ANXA6,0.6819247064,0.6946996833,0.7399069058,0.7270283523,0.7232779646,0.6568739786,0.6455191584,0.7127569034,0.474009102,0.4946891086,0.3259075464,0.3467541158,0.2395838523,0.5557705627
P08174,Complement decay-accelerating factor (CD antigen CD55),CD55,0.6693993425,0.6954977374,0.648487495,0.6915717199,0.5990472245,0.6742864185,0.6702106653,0.676735827,0.4911817397,0.5726086574,0.5214720094,0.5579192735,0.5377648093,0.5807919686
P08185,"Corticosteroid-binding globulin, CBG (Serpin A6) (Transcortin)",SERPINA6,0.6925374023,0.6798504815,0.6753498875,0.6910463986,0.7173458349,0.700697835,0.6777637518,0.6528974193,0.5731770116,0.5516236006,0.540154428,0.6196846505,0.5609175049,0.6634487975
P08237,"ATP-dependent 6-phosphofructokinase, muscle type, ATP-PFK, PFK-M, EC 2.7.1.11 (6-phosphofructokinase type A) (Phosphofructo-1-kinase isozyme A, PFK-A) (Phosphohexokinase)",PFKM,0.6626628059,0.6911975013,0.6714087517,0.6881569507,0.6791778773,0.6940181931,0.6822733525,0.7060771408,0.6215967154,0.5923272537,0.6291683379,0.6202720131,0.6673899334,0.6449878863
P08238,"Heat shock protein HSP 90-beta, HSP 90 (Heat shock 84 kDa, HSP 84, HSP84)",HSP90AB1,0.707704129,0.7112173683,0.7352969855,0.7182146556,0.7238446199,0.6908517101,0.647946975,0.737790623,0.6453239472,0.618778034,0.5348282775,0.5423601742,0.5429040315,0.5402773046
P08294,"Extracellular superoxide dismutase [Cu-Zn], EC-SOD, EC 1.15.1.1",SOD3,0.6666793726,0.7278482395,0.6961940243,0.7338676613,0.7614921215,0.6721193125,0.5929257943,0.6901573129,0.5010019303,0.4559784597,0.5280796382,0.5138793479,0.5075580523,0.4728262345
P08311,"Cathepsin G, CG, EC 3.4.21.20 [Cleaved into: Cathepsin G, C-terminal truncated form ]",CTSG,0.7323150585,0.7235271353,0.7201886412,0.654846717,0.7450218422,0.7172764354,0.683951968,0.7298129772,0.6247262067,0.5887143783,0.5274621193,0.5208636982,0.5474659834,0.5735482145
P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial, EC 1.2.4.1 (PDHE1-A type I)",PDHA1,0.6631304685,0.6687904282,0.7172414944,0.6962150533,0.6879766969,0.6700082568,0.6531567225,0.7156406417,0.5681285295,0.6605579423,0.5454010466,0.5611700029,0.586284501,0.5643363754
P08571,"Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form ]",CD14,0.7246817163,0.7209831972,0.7253992733,0.685735487,0.654459471,0.7184435614,0.6781374879,0.6693993425,0.4594559538,0.514743434,0.4103407271,0.2730331263,0.4636584435,0.5112744641
P08572,Collagen alpha-2(IV) chain [Cleaved into: Canstatin ],COL4A2,0.6789869683,0.7312950547,0.6452964447,0.6758376945,0.6778338751,0.6789591442,0.6516737203,0.6629609906,0.6005988221,0.5009212725,0.6135330992,0.5955929959,0.596036237,0.628933137
P08575,"Receptor-type tyrosine-protein phosphatase C, EC 3.1.3.48 (Leukocyte common antigen, L-CA) (T200) (CD antigen CD45)",PTPRC,0.6959351232,0.6750480439,0.7232371129,0.6768665843,0.6740699372,0.6787641742,0.5339056179,0.6647287479,0.4394925393,0.6080855649,0.3359195304,0.465454789,0.2533342823,0.4122119002
P08603,Complement factor H (H factor 1),CFH,0.6809611148,0.6725710928,0.6823975157,0.6746557317,0.7168732267,0.6923272738,0.6891589412,0.6662275922,0.6548426158,0.631499936,0.6123064298,0.590208679,0.628518572,0.6370132159
P08621,"U1 small nuclear ribonucleoprotein 70 kDa, U1 snRNP 70 kDa, U1-70K, snRNP70",SNRNP70,0.6561969515,0.6936307058,0.7087007718,0.7509109489,0.6502260209,0.6975022009,0.6693993425,0.7159443751,0.6569322002,0.6427568491,0.5775830357,0.4136898362,0.5931803328,0.5979293788
P08670,Vimentin,VIM,0.6876048105,0.7000766973,0.7349572255,0.7188140807,0.728687306,0.6629966955,0.6758019895,0.7061380162,0.6083273373,0.5587970003,0.472150474,0.4535808396,0.4332422817,0.4062741012
